chunk_file,example_id,errors
chunk_0001.csv,mt_dial_egy_6a32094d,annotation_status=pending
chunk_0001.csv,mt_dial_glf_738c05f6,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a9b78aef,annotation_status=pending
chunk_0001.csv,mt_msa_11799622,annotation_status=pending
chunk_0001.csv,mt_dial_egy_d4cedf23,annotation_status=pending
chunk_0001.csv,mt_dial_glf_3daf6513,annotation_status=pending
chunk_0001.csv,mt_dial_lev_f80b65e7,annotation_status=pending
chunk_0001.csv,mt_msa_1d52ff4d,annotation_status=pending
chunk_0001.csv,mt_dial_egy_fb1d932c,annotation_status=pending
chunk_0001.csv,mt_dial_glf_87be66d7,annotation_status=pending
chunk_0001.csv,mt_dial_lev_7de92d3d,annotation_status=pending
chunk_0001.csv,mt_msa_1883d721,annotation_status=pending
chunk_0001.csv,mt_dial_egy_4a4677b0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_635afe7c,annotation_status=pending
chunk_0001.csv,mt_dial_lev_e30fba33,annotation_status=pending
chunk_0001.csv,mt_msa_9dd80be9,annotation_status=pending
chunk_0001.csv,mt_dial_egy_20cd3ed8,annotation_status=pending
chunk_0001.csv,mt_dial_glf_07fb7093,annotation_status=pending
chunk_0001.csv,mt_dial_lev_848926d6,annotation_status=pending
chunk_0001.csv,mt_msa_5e8c9ca7,annotation_status=pending
chunk_0001.csv,mt_dial_egy_37a7cb01,annotation_status=pending
chunk_0001.csv,mt_dial_glf_9d908f2b,annotation_status=pending
chunk_0001.csv,mt_dial_lev_1a4c8de7,annotation_status=pending
chunk_0001.csv,mt_msa_cd14c5db,annotation_status=pending
chunk_0001.csv,mt_dial_egy_40c27649,annotation_status=pending
chunk_0001.csv,mt_dial_glf_c68b74a4,annotation_status=pending
chunk_0001.csv,mt_dial_lev_3a8a2681,annotation_status=pending
chunk_0001.csv,mt_msa_6365a349,annotation_status=pending
chunk_0001.csv,mt_dial_egy_183cea77,annotation_status=pending
chunk_0001.csv,mt_dial_glf_b7cabe7e,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a2b341e5,annotation_status=pending
chunk_0001.csv,mt_msa_0168a1e2,annotation_status=pending
chunk_0001.csv,mt_dial_egy_f915e801,annotation_status=pending
chunk_0001.csv,mt_dial_glf_d038bcac,annotation_status=pending
chunk_0001.csv,mt_dial_lev_fa53cf01,annotation_status=pending
chunk_0001.csv,mt_msa_7a23110d,annotation_status=pending
chunk_0001.csv,mt_dial_egy_175ee3cf,annotation_status=pending
chunk_0001.csv,mt_dial_glf_19b21fd4,annotation_status=pending
chunk_0001.csv,mt_dial_lev_73bcaaad,annotation_status=pending
chunk_0001.csv,mt_msa_2af148ae,annotation_status=pending
chunk_0001.csv,mt_dial_egy_630582d8,annotation_status=pending
chunk_0001.csv,mt_dial_glf_c0af9055,annotation_status=pending
chunk_0001.csv,mt_dial_lev_5fe5ab25,annotation_status=pending
chunk_0001.csv,mt_msa_737840c7,annotation_status=pending
chunk_0001.csv,mt_dial_egy_51c125b1,annotation_status=pending
chunk_0001.csv,mt_dial_glf_eaa6b1ea,annotation_status=pending
chunk_0001.csv,mt_dial_lev_434b4254,annotation_status=pending
chunk_0001.csv,mt_msa_1da62f23,annotation_status=pending
chunk_0001.csv,mt_dial_egy_4d067ca9,annotation_status=pending
chunk_0001.csv,mt_dial_glf_bbf39616,annotation_status=pending
chunk_0001.csv,mt_dial_lev_321326a7,annotation_status=pending
chunk_0001.csv,mt_msa_d346b1de,annotation_status=pending
chunk_0001.csv,mt_dial_egy_4489fa58,annotation_status=pending
chunk_0001.csv,mt_dial_glf_e38c2416,annotation_status=pending
chunk_0001.csv,mt_dial_lev_361861be,annotation_status=pending
chunk_0001.csv,mt_msa_bbd61cbc,annotation_status=pending
chunk_0001.csv,mt_dial_egy_abfbf770,annotation_status=pending
chunk_0001.csv,mt_dial_glf_a0fb67fa,annotation_status=pending
chunk_0001.csv,mt_dial_lev_cff10e7e,annotation_status=pending
chunk_0001.csv,mt_msa_66f575c6,annotation_status=pending
chunk_0001.csv,mt_dial_egy_2700551b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_2d0d2dac,annotation_status=pending
chunk_0001.csv,mt_dial_lev_b18f9bae,annotation_status=pending
chunk_0001.csv,mt_msa_a110b794,annotation_status=pending
chunk_0001.csv,mt_dial_egy_f10e2b6a,annotation_status=pending
chunk_0001.csv,mt_dial_glf_7e7aa249,annotation_status=pending
chunk_0001.csv,mt_dial_lev_f38729f8,annotation_status=pending
chunk_0001.csv,mt_msa_2bf8565f,annotation_status=pending
chunk_0001.csv,mt_dial_egy_3946f677,annotation_status=pending
chunk_0001.csv,mt_dial_glf_887def4f,annotation_status=pending
chunk_0001.csv,mt_dial_lev_f0085b5a,annotation_status=pending
chunk_0001.csv,mt_msa_2269c6b2,annotation_status=pending
chunk_0001.csv,mt_dial_egy_19796a76,annotation_status=pending
chunk_0001.csv,mt_dial_glf_bc8d7976,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a1c0ce99,annotation_status=pending
chunk_0001.csv,mt_msa_6d78703a,annotation_status=pending
chunk_0001.csv,mt_dial_egy_16cf5fee,annotation_status=pending
chunk_0001.csv,mt_dial_glf_82100ce0,annotation_status=pending
chunk_0001.csv,mt_dial_lev_21512747,annotation_status=pending
chunk_0001.csv,mt_msa_d284a022,annotation_status=pending
chunk_0001.csv,mt_dial_egy_ed561029,annotation_status=pending
chunk_0001.csv,mt_dial_glf_ec1d3be4,annotation_status=pending
chunk_0001.csv,mt_dial_lev_156bb1f4,annotation_status=pending
chunk_0001.csv,mt_msa_22939f70,annotation_status=pending
chunk_0001.csv,mt_dial_egy_71aeebe0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_1f93e515,annotation_status=pending
chunk_0001.csv,mt_dial_lev_fd66bc26,annotation_status=pending
chunk_0001.csv,mt_msa_fcf7849c,annotation_status=pending
chunk_0001.csv,mt_dial_egy_29b606c3,annotation_status=pending
chunk_0001.csv,mt_dial_glf_c0bf0b3b,annotation_status=pending
chunk_0001.csv,mt_dial_lev_b5de18d9,annotation_status=pending
chunk_0001.csv,mt_msa_b556b755,annotation_status=pending
chunk_0001.csv,mt_dial_egy_1ff27e1b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_c340ee2e,annotation_status=pending
chunk_0001.csv,mt_dial_lev_117c73ad,annotation_status=pending
chunk_0001.csv,mt_msa_e89b8796,annotation_status=pending
chunk_0001.csv,mt_dial_egy_29b514a3,annotation_status=pending
chunk_0001.csv,mt_dial_glf_0171120e,annotation_status=pending
chunk_0001.csv,mt_dial_lev_75a3928a,annotation_status=pending
chunk_0001.csv,mt_msa_487aee8d,annotation_status=pending
chunk_0001.csv,mt_dial_egy_fb33cd57,annotation_status=pending
chunk_0001.csv,mt_dial_glf_138549e5,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a0cc7903,annotation_status=pending
chunk_0001.csv,mt_msa_3a9dd16f,annotation_status=pending
chunk_0001.csv,mt_dial_egy_5ce2eabc,annotation_status=pending
chunk_0001.csv,mt_dial_glf_e415a669,annotation_status=pending
chunk_0001.csv,mt_dial_lev_0106b008,annotation_status=pending
chunk_0001.csv,mt_msa_b6771a1f,annotation_status=pending
chunk_0001.csv,mt_dial_egy_e0de6d49,annotation_status=pending
chunk_0001.csv,mt_dial_glf_25d4d72a,annotation_status=pending
chunk_0001.csv,mt_dial_lev_19d6b3d3,annotation_status=pending
chunk_0001.csv,mt_msa_1e162d67,annotation_status=pending
chunk_0001.csv,mt_dial_egy_1d18fc18,annotation_status=pending
chunk_0001.csv,mt_dial_glf_0329cfc1,annotation_status=pending
chunk_0001.csv,mt_dial_lev_2baae37c,annotation_status=pending
chunk_0001.csv,mt_msa_1b7f8df0,annotation_status=pending
chunk_0001.csv,mt_dial_egy_b5c256db,annotation_status=pending
chunk_0001.csv,mt_dial_glf_f7412506,annotation_status=pending
chunk_0001.csv,mt_dial_lev_c99ede09,annotation_status=pending
chunk_0001.csv,mt_msa_6b1f8deb,annotation_status=pending
chunk_0001.csv,mt_dial_egy_7d22bdff,annotation_status=pending
chunk_0001.csv,mt_dial_glf_94cd620f,annotation_status=pending
chunk_0001.csv,mt_dial_lev_0e18f86c,annotation_status=pending
chunk_0001.csv,mt_msa_d88b5e51,annotation_status=pending
chunk_0001.csv,mt_dial_egy_93c52e17,annotation_status=pending
chunk_0001.csv,mt_dial_glf_961b7db5,annotation_status=pending
chunk_0001.csv,mt_dial_lev_7a014f9a,annotation_status=pending
chunk_0001.csv,mt_msa_5e45a888,annotation_status=pending
chunk_0001.csv,mt_dial_egy_e8297538,annotation_status=pending
chunk_0001.csv,mt_dial_glf_a9310122,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a5302369,annotation_status=pending
chunk_0001.csv,mt_msa_3d529d46,annotation_status=pending
chunk_0001.csv,mt_dial_egy_78a67c5b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_e6a167b3,annotation_status=pending
chunk_0001.csv,mt_dial_lev_4a71d351,annotation_status=pending
chunk_0001.csv,mt_msa_bb8704a9,annotation_status=pending
chunk_0001.csv,mt_dial_egy_131cab09,annotation_status=pending
chunk_0001.csv,mt_dial_glf_bb85d131,annotation_status=pending
chunk_0001.csv,mt_dial_lev_827bffc1,annotation_status=pending
chunk_0001.csv,mt_msa_be2e0036,annotation_status=pending
chunk_0001.csv,mt_dial_egy_1019d2c0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_86f10ce0,annotation_status=pending
chunk_0001.csv,mt_dial_lev_13bd33ad,annotation_status=pending
chunk_0001.csv,mt_msa_f8c6b5de,annotation_status=pending
chunk_0001.csv,mt_dial_egy_dc605651,annotation_status=pending
chunk_0001.csv,mt_dial_glf_45aefadf,annotation_status=pending
chunk_0001.csv,mt_dial_lev_f0531a75,annotation_status=pending
chunk_0001.csv,mt_msa_e179075c,annotation_status=pending
chunk_0001.csv,mt_dial_egy_e26aad0f,annotation_status=pending
chunk_0001.csv,mt_dial_glf_68c2eda0,annotation_status=pending
chunk_0001.csv,mt_dial_lev_ebbf3544,annotation_status=pending
chunk_0001.csv,mt_msa_506a58dd,annotation_status=pending
chunk_0001.csv,mt_dial_egy_15af49a3,annotation_status=pending
chunk_0001.csv,mt_dial_glf_952cf479,annotation_status=pending
chunk_0001.csv,mt_dial_lev_e0c2ddf5,annotation_status=pending
chunk_0001.csv,mt_msa_e909c5e8,annotation_status=pending
chunk_0001.csv,mt_dial_egy_f4139b16,annotation_status=pending
chunk_0001.csv,mt_dial_glf_0c625233,annotation_status=pending
chunk_0001.csv,mt_dial_lev_2a5f0f17,annotation_status=pending
chunk_0001.csv,mt_msa_4a051468,annotation_status=pending
chunk_0001.csv,mt_dial_egy_15361d63,annotation_status=pending
chunk_0001.csv,mt_dial_glf_f45eff9c,annotation_status=pending
chunk_0001.csv,mt_dial_lev_527ed648,annotation_status=pending
chunk_0001.csv,mt_msa_e70074b3,annotation_status=pending
chunk_0001.csv,mt_dial_egy_d5e30aec,annotation_status=pending
chunk_0001.csv,mt_dial_glf_25cdca2e,annotation_status=pending
chunk_0001.csv,mt_dial_lev_9dbdf823,annotation_status=pending
chunk_0001.csv,mt_msa_834f0a10,annotation_status=pending
chunk_0001.csv,mt_dial_egy_1b7a5bf7,annotation_status=pending
chunk_0001.csv,mt_dial_glf_839cd6d8,annotation_status=pending
chunk_0001.csv,mt_dial_lev_4d1b9520,annotation_status=pending
chunk_0001.csv,mt_msa_c90577da,annotation_status=pending
chunk_0001.csv,mt_dial_egy_5b6a7379,annotation_status=pending
chunk_0001.csv,mt_dial_glf_6da4d33f,annotation_status=pending
chunk_0001.csv,mt_dial_lev_4daa8d4b,annotation_status=pending
chunk_0001.csv,mt_msa_e44abd60,annotation_status=pending
chunk_0001.csv,mt_dial_egy_79b64a3a,annotation_status=pending
chunk_0001.csv,mt_dial_glf_d64d4844,annotation_status=pending
chunk_0001.csv,mt_dial_lev_c106bbe6,annotation_status=pending
chunk_0001.csv,mt_msa_a940855e,annotation_status=pending
chunk_0001.csv,mt_dial_egy_651a5fae,annotation_status=pending
chunk_0001.csv,mt_dial_glf_c792a2e3,annotation_status=pending
chunk_0001.csv,mt_dial_lev_28d0855f,annotation_status=pending
chunk_0001.csv,mt_msa_b20c2b46,annotation_status=pending
chunk_0001.csv,mt_dial_egy_b86e56e9,annotation_status=pending
chunk_0001.csv,mt_dial_glf_01ad7e1f,annotation_status=pending
chunk_0001.csv,mt_dial_lev_0519916e,annotation_status=pending
chunk_0001.csv,mt_msa_5906dd8d,annotation_status=pending
chunk_0001.csv,mt_dial_egy_ace10ad0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_d60cfbd0,annotation_status=pending
chunk_0001.csv,mt_dial_lev_76b60b8e,annotation_status=pending
chunk_0001.csv,mt_msa_1f6d7f0a,annotation_status=pending
chunk_0001.csv,mt_dial_egy_fa6b704b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_a808f3ff,annotation_status=pending
chunk_0001.csv,mt_dial_lev_38c26b67,annotation_status=pending
chunk_0001.csv,mt_msa_efdce58b,annotation_status=pending
chunk_0001.csv,mt_dial_egy_26686134,annotation_status=pending
chunk_0001.csv,mt_dial_glf_1a31b8b8,annotation_status=pending
chunk_0001.csv,mt_dial_lev_d88d8ae4,annotation_status=pending
chunk_0001.csv,mt_msa_290e4341,annotation_status=pending
chunk_0001.csv,mt_dial_egy_5f3afefe,annotation_status=pending
chunk_0001.csv,mt_dial_glf_972cdd8f,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a919c724,annotation_status=pending
chunk_0001.csv,mt_msa_92e1b960,annotation_status=pending
chunk_0001.csv,mt_dial_egy_f0e193bd,annotation_status=pending
chunk_0001.csv,mt_dial_glf_5bdf816e,annotation_status=pending
chunk_0001.csv,mt_dial_lev_67adf4da,annotation_status=pending
chunk_0001.csv,mt_msa_79c6da81,annotation_status=pending
chunk_0001.csv,mt_dial_egy_27a40ea0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_ddf20a83,annotation_status=pending
chunk_0001.csv,mt_dial_lev_3c0990c6,annotation_status=pending
chunk_0001.csv,mt_msa_17114d26,annotation_status=pending
chunk_0001.csv,mt_dial_egy_01b7c8fd,annotation_status=pending
chunk_0001.csv,mt_dial_glf_8bd8fd5f,annotation_status=pending
chunk_0001.csv,mt_dial_lev_bf25fb1b,annotation_status=pending
chunk_0001.csv,mt_msa_1d354a71,annotation_status=pending
chunk_0001.csv,mt_dial_egy_da8090e3,annotation_status=pending
chunk_0001.csv,mt_dial_glf_d6fddbe9,annotation_status=pending
chunk_0001.csv,mt_dial_lev_013d3127,annotation_status=pending
chunk_0001.csv,mt_msa_48dceeef,annotation_status=pending
chunk_0001.csv,mt_dial_egy_1eaaa959,annotation_status=pending
chunk_0001.csv,mt_dial_glf_ccfd8911,annotation_status=pending
chunk_0001.csv,mt_dial_lev_97015100,annotation_status=pending
chunk_0001.csv,mt_msa_3755f59a,annotation_status=pending
chunk_0001.csv,mt_dial_egy_6d65757c,annotation_status=pending
chunk_0001.csv,mt_dial_glf_428a20a6,annotation_status=pending
chunk_0001.csv,mt_dial_lev_76c7321b,annotation_status=pending
chunk_0001.csv,mt_msa_24993696,annotation_status=pending
chunk_0001.csv,mt_dial_egy_221c55c3,annotation_status=pending
chunk_0001.csv,mt_dial_glf_437cb2ad,annotation_status=pending
chunk_0001.csv,mt_dial_lev_12ef0f95,annotation_status=pending
chunk_0001.csv,mt_msa_867cc64b,annotation_status=pending
chunk_0001.csv,mt_dial_egy_0320ddd0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_176827cd,annotation_status=pending
chunk_0001.csv,mt_dial_lev_5b271ca7,annotation_status=pending
chunk_0001.csv,mt_msa_f2d07daa,annotation_status=pending
chunk_0001.csv,mt_dial_egy_a0d0e81a,annotation_status=pending
chunk_0001.csv,mt_dial_glf_4bf18252,annotation_status=pending
chunk_0001.csv,mt_dial_lev_a3840d3a,annotation_status=pending
chunk_0001.csv,mt_msa_048bb976,annotation_status=pending
chunk_0001.csv,mt_dial_egy_b97099d4,annotation_status=pending
chunk_0001.csv,mt_dial_glf_649d5fe3,annotation_status=pending
chunk_0001.csv,mt_dial_lev_6861c7e1,annotation_status=pending
chunk_0001.csv,mt_msa_154e4447,annotation_status=pending
chunk_0001.csv,mt_dial_egy_f8dd5ab5,annotation_status=pending
chunk_0001.csv,mt_dial_glf_d4e630fb,annotation_status=pending
chunk_0001.csv,mt_dial_lev_e3148fac,annotation_status=pending
chunk_0001.csv,mt_msa_1a80f1dc,annotation_status=pending
chunk_0001.csv,mt_dial_egy_bb34da46,annotation_status=pending
chunk_0001.csv,mt_dial_glf_23069622,annotation_status=pending
chunk_0001.csv,mt_dial_lev_d9d594fb,annotation_status=pending
chunk_0001.csv,mt_msa_5944805f,annotation_status=pending
chunk_0001.csv,mt_dial_egy_e45ba639,annotation_status=pending
chunk_0001.csv,mt_dial_glf_f4361284,annotation_status=pending
chunk_0001.csv,mt_dial_lev_c6e32486,annotation_status=pending
chunk_0001.csv,mt_msa_bb8bbbb9,annotation_status=pending
chunk_0001.csv,mt_dial_egy_881ddb7b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_3d4e76af,annotation_status=pending
chunk_0001.csv,mt_dial_lev_048aff07,annotation_status=pending
chunk_0001.csv,mt_msa_a71f687c,annotation_status=pending
chunk_0001.csv,mt_dial_egy_8260d3c6,annotation_status=pending
chunk_0001.csv,mt_dial_glf_19336054,annotation_status=pending
chunk_0001.csv,mt_dial_lev_6e2dbf39,annotation_status=pending
chunk_0001.csv,mt_msa_987113e3,annotation_status=pending
chunk_0001.csv,mt_dial_egy_029e576a,annotation_status=pending
chunk_0001.csv,mt_dial_glf_bec214ee,annotation_status=pending
chunk_0001.csv,mt_dial_lev_96911c5b,annotation_status=pending
chunk_0001.csv,mt_msa_a67079e3,annotation_status=pending
chunk_0001.csv,mt_dial_egy_a640c315,annotation_status=pending
chunk_0001.csv,mt_dial_glf_8688aa26,annotation_status=pending
chunk_0001.csv,mt_dial_lev_c9bb0a73,annotation_status=pending
chunk_0001.csv,mt_msa_ab9b9bdd,annotation_status=pending
chunk_0001.csv,mt_dial_egy_35638529,annotation_status=pending
chunk_0001.csv,mt_dial_glf_6a9247c7,annotation_status=pending
chunk_0001.csv,mt_dial_lev_0f974f27,annotation_status=pending
chunk_0001.csv,mt_msa_e348c445,annotation_status=pending
chunk_0001.csv,mt_dial_egy_57fe73b4,annotation_status=pending
chunk_0001.csv,mt_dial_glf_18f26a6b,annotation_status=pending
chunk_0001.csv,mt_dial_lev_6ef36b48,annotation_status=pending
chunk_0001.csv,mt_msa_fc238f69,annotation_status=pending
chunk_0001.csv,mt_dial_egy_6ba3463e,annotation_status=pending
chunk_0001.csv,mt_dial_glf_9d0ae95c,annotation_status=pending
chunk_0001.csv,mt_dial_lev_0693533a,annotation_status=pending
chunk_0001.csv,mt_msa_e70d43b5,annotation_status=pending
chunk_0001.csv,mt_dial_egy_bd64574d,annotation_status=pending
chunk_0001.csv,mt_dial_glf_ac194407,annotation_status=pending
chunk_0001.csv,mt_dial_lev_d3c03be1,annotation_status=pending
chunk_0001.csv,mt_msa_568efed2,annotation_status=pending
chunk_0001.csv,mt_dial_egy_cf18faa0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_2b1aeb64,annotation_status=pending
chunk_0001.csv,mt_dial_lev_89f2e3cb,annotation_status=pending
chunk_0001.csv,mt_msa_393dc615,annotation_status=pending
chunk_0001.csv,mt_dial_egy_d6619b42,annotation_status=pending
chunk_0001.csv,mt_dial_glf_e9cd9010,annotation_status=pending
chunk_0001.csv,mt_dial_lev_8c84a3e3,annotation_status=pending
chunk_0001.csv,mt_msa_c9e18566,annotation_status=pending
chunk_0001.csv,mt_dial_egy_24c06339,annotation_status=pending
chunk_0001.csv,mt_dial_glf_75d4eefc,annotation_status=pending
chunk_0001.csv,mt_dial_lev_f1f3d431,annotation_status=pending
chunk_0001.csv,mt_msa_f191da29,annotation_status=pending
chunk_0001.csv,mt_dial_egy_892770b7,annotation_status=pending
chunk_0001.csv,mt_dial_glf_fe8a9b94,annotation_status=pending
chunk_0001.csv,mt_dial_lev_99fe3f4a,annotation_status=pending
chunk_0001.csv,mt_msa_22a28fbb,annotation_status=pending
chunk_0001.csv,mt_dial_egy_3872499f,annotation_status=pending
chunk_0001.csv,mt_dial_glf_3843e07e,annotation_status=pending
chunk_0001.csv,mt_dial_lev_b6c34cd9,annotation_status=pending
chunk_0001.csv,mt_msa_33c87ef2,annotation_status=pending
chunk_0001.csv,mt_dial_egy_342b42d9,annotation_status=pending
chunk_0001.csv,mt_dial_glf_8c5bbdcf,annotation_status=pending
chunk_0001.csv,mt_dial_lev_cc98f1e2,annotation_status=pending
chunk_0001.csv,mt_msa_796d50e0,annotation_status=pending
chunk_0001.csv,mt_dial_egy_a465644b,annotation_status=pending
chunk_0001.csv,mt_dial_glf_7d047fff,annotation_status=pending
chunk_0001.csv,mt_dial_lev_3f5a1fb9,annotation_status=pending
chunk_0001.csv,mt_msa_58c030fd,annotation_status=pending
chunk_0001.csv,mt_dial_egy_a9b2fdb0,annotation_status=pending
chunk_0001.csv,mt_dial_glf_b5d8dac9,annotation_status=pending
chunk_0001.csv,mt_dial_lev_26ca33bb,annotation_status=pending
chunk_0001.csv,mt_msa_8c9bdb90,annotation_status=pending
chunk_0001.csv,mt_dial_egy_bd0fc8f7,annotation_status=pending
chunk_0001.csv,mt_dial_glf_f1ebaca7,annotation_status=pending
chunk_0001.csv,mt_dial_lev_492696e2,annotation_status=pending
chunk_0001.csv,mt_msa_01205c45,annotation_status=pending
chunk_0001.csv,mt_dial_egy_ea1fd755,annotation_status=pending
chunk_0001.csv,mt_dial_glf_1bd15caa,annotation_status=pending
chunk_0001.csv,mt_dial_lev_b5bc151b,annotation_status=pending
chunk_0001.csv,mt_msa_d26163af,annotation_status=pending
chunk_0001.csv,mt_dial_egy_8b876856,annotation_status=pending
chunk_0001.csv,mt_dial_glf_1b5793bd,annotation_status=pending
chunk_0001.csv,mt_dial_lev_df7e2aa0,annotation_status=pending
chunk_0001.csv,mt_msa_d4e2e768,annotation_status=pending
