example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_dial_lev_aa465804,train,29824,DIAL_LEV,انا بدفع 80 سنوي وفاك كل القنوات عن طريق دريم,انا بدفع 80 سنوي وفاك كل القنوات عن طريق دريم,انا بدفع [NUM_1] سنوي وفاك كل القنوات عن طريق دريم,"[{""start"": 9, ""end"": 11, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""80"", ""mask_type"": ""NUM""}]",1,approved,,
mt_msa_b6e7a7b2,train,9241,MSA,ومع حبى واحترامى وتقديرى للكابتن ايمن,ومع حبي واحترامي وتقديري للكابتن ايمن,ومع حبى واحترامى وتقديرى للكابتن [PERSON_1],"[{""start"": 33, ""end"": 37, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ايمن"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_dial_egy_1be73e01,train,31620,DIAL_EGY,احنا لو وصلنا لكدة نبقى شعب,احنا لو وصلنا لكده نبقي شعب,احنا لو وصلنا لكدة نبقى شعب,[],0,approved,,
mt_dial_glf_45296c90,train,16225,DIAL_GLF,مو كل الناس زي بعض حتى الحين فيه ناس جايبينهم بالدين .,مو كل الناس زي بعض حتي الحين فيه ناس جايبينهم بالدين,مو كل الناس زي بعض حتى الحين فيه ناس جايبينهم بالدين .,[],0,approved,,
mt_dial_lev_d3324f05,train,42105,DIAL_LEV,بحب اضيف اشي ثاني لتعليقي الاول انو هذا الشي اللي صار في الهاشمية كان الهدف منو الاطاحة بمصداقية ذبحتونا بين اوساط الطلبة يعني مؤامرة من بعض الطلاب حتى يبنوا انو الحركة لا تملك مصداقية وتقوم بمهاجمة دون التأكد من صدق,بحب اضيف اشي ثاني لتعليقي الاول انو هذا الشي اللي صار في الهاشميه كان الهدف منو الاطاحه بمصداقيه ذبحتونا بين اوساط الطلبه يعني موامره من بعض الطلاب حتي يبنوا انو الحركه لا تملك مصداقيه وتقوم بمهاجمه دون التاكد من صدق,بحب اضيف اشي ثاني لتعليقي الاول انو هذا الشي اللي صار في [LOC_1] كان الهدف منو الاطاحة بمصداقية ذبحتونا بين اوساط الطلبة يعني مؤامرة من بعض الطلاب حتى يبنوا انو الحركة لا تملك مصداقية وتقوم بمهاجمة دون التأكد من صدق,"[{""start"": 57, ""end"": 65, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الهاشمية"", ""mask_type"": ""LOC""}]",1,approved,,
mt_msa_e8973107,train,70375,MSA,سلام إلى بنت الجزائر سلام إلى حيزية,سلام الي بنت الجزاير سلام الي حيزيه,سلام إلى بنت [LOC_1] سلام إلى [PERSON_1],"[{""start"": 13, ""end"": 20, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الجزائر"", ""mask_type"": ""LOC""}, {""start"": 30, ""end"": 35, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""حيزية"", ""mask_type"": ""PERSON""}]",2,approved,,
mt_dial_egy_e6dfc9b5,train,23371,DIAL_EGY,مفهاش حاجه لما تحصل حفله يوم ف,مفهاش حاجه لما تحصل حفله يوم ف,مفهاش حاجه لما تحصل حفله يوم ف,[],0,approved,,
mt_dial_glf_9ccdda50,train,85851,DIAL_GLF,مباراة غير مهمة ( طيب ما سبب تلك الحركات والأشياء التي يقوم بها,مباراه غير مهمه طيب ما سبب تلك الحركات والاشياء التي يقوم بها,مباراة غير مهمة ( طيب ما سبب تلك الحركات والأشياء التي يقوم بها,[],0,approved,,
mt_dial_lev_5ea611bd,train,12655,DIAL_LEV,بس أمنيح انه فيصل اعتزل بس رأفت بعرف يلعب و احمد عبد الحليم لو اتشوفو شوطاته,بس امنيح انه فيصل اعتزل بس رافت بعرف يلعب و احمد عبد الحليم لو اتشوفو شوطاته,بس أمنيح انه [PERSON_1] اعتزل بس [PERSON_2] بعرف يلعب و [PERSON_3] لو اتشوفو شوطاته,"[{""start"": 13, ""end"": 17, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""فيصل"", ""mask_type"": ""PERSON""}, {""start"": 27, ""end"": 31, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""رأفت"", ""mask_type"": ""PERSON""}, {""start"": 44, ""end"": 59, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""احمد عبد الحليم"", ""mask_type"": ""PERSON""}]",3,approved,,
mt_msa_10e9ced4,train,28242,MSA,ليس عندي ما اقوله سوى,ليس عندي ما اقوله سوي,ليس عندي ما اقوله سوى,[],0,approved,,
