example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_dial_egy_9d110583,train,43956,DIAL_EGY,"كفايه بئا ذل وهوان وتعذيب وسرقة قوت الشغب وكبت الحريه وتكميم الافواه , زهقنا زهقنا زهقنا زهقنا عاوزين نعيش بئا زي الشغوب المحترمه في بلدها , , , ياه علي القرف اللي في البلدو ما تحل عن سمانا بئا يامبارك انت والحاشيه وارحلوا بملياراتكم اللي نهبتوها من دمنا وسيبونا",كفايه بيا ذل وهوان وتعذيب وسرقه قوت الشغب وكبت الحريه وتكميم الافواه زهقنا زهقنا زهقنا زهقنا عاوزين نعيش بيا زي الشغوب المحترمه في بلدها ياه علي القرف اللي في البلدو ما تحل عن سمانا بيا يامبارك انت والحاشيه وارحلوا بملياراتكم اللي نهبتوها من دمنا وسيبونا,"كفايه بئا ذل وهوان وتعذيب وسرقة قوت الشغب وكبت الحريه وتكميم الافواه , زهقنا زهقنا زهقنا زهقنا عاوزين نعيش بئا زي الشغوب المحترمه في بلدها , , , ياه علي القرف اللي في البلدو ما تحل عن سمانا بئا يا[PERSON_1] انت والحاشيه وارحلوا بملياراتكم اللي نهبتوها من دمنا وسيبونا","[{""start"": 196, ""end"": 201, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""مبارك"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_dial_glf_ea8fceb0,train,17367,DIAL_GLF,والله من زين المرور وخططهم,والله من زين المرور وخططهم,والله من زين المرور وخططهم,[],0,approved,,
mt_dial_lev_ff0d1704,train,8988,DIAL_LEV,الوحدات سيبدأ بالمنشيه وجهز الشربات,الوحدات سيبدا بالمنشيه وجهز الشربات,الوحدات سيبدأ ب[ORG_1] وجهز الشربات,"[{""start"": 15, ""end"": 22, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""المنشيه"", ""mask_type"": ""ORG""}]",1,approved,,
mt_msa_bc2bfb66,train,71902,MSA,مستحيل او يكاد ان يعاكس رجل بنت محتشمه ومتستره حقيقه لابد ان,مستحيل او يكاد ان يعاكس رجل بنت محتشمه ومتستره حقيقه لابد ان,مستحيل او يكاد ان يعاكس رجل بنت محتشمه ومتستره حقيقه لابد ان,[],0,approved,,
mt_dial_egy_bceed86f,train,83210,DIAL_EGY,يا كابتن حسام طول عمرك وانت متحيز راجع جميع المباريات هذا الموسم واللي قبله وانت تعرف كم كنت انت وحكامك متحيزين ريشه عمل ايه السنه اللي فاتت والحكم اللي كان بيحاول يبقي صح بيتركن والسنه دي المهازل لاحصر لها انا عارف يمكن انت مغلوب علي امرك ممكن يكون عندك تعليمات من زاهر ومجلسه الفاشل انك تعمل كده خلي عندك كرامه وامشي صحيح المنظومه كلها فاسده وبتتحرك حسب الاهواء واللون ويمكن ده مقصود لاشغال الناس واقسم بالله ان حكم حالي بيحكم بالممتاز ب قاللي حسام راجل مش كويس وكل الاخطاء دي,يا كابتن حسام طول عمرك وانت متحيز راجع جميع المباريات هذا الموسم واللي قبله وانت تعرف كم كنت انت وحكامك متحيزين ريشه عمل ايه السنه اللي فاتت والحكم اللي كان بيحاول يبقي صح بيتركن والسنه دي المهازل لاحصر لها انا عارف يمكن انت مغلوب علي امرك ممكن يكون عندك تعليمات من زاهر ومجلسه الفاشل انك تعمل كده خلي عندك كرامه وامشي صحيح المنظومه كلها فاسده وبتتحرك حسب الاهواء واللون ويمكن ده مقصود لاشغال الناس واقسم بالله ان حكم حالي بيحكم بالممتاز ب قاللي حسام راجل مش كويس وكل الاخطاء دي,يا كابتن [PERSON_1] طول عمرك وانت متحيز راجع جميع المباريات هذا الموسم واللي قبله وانت تعرف كم كنت انت وحكامك متحيزين [PERSON_2] عمل ايه السنه اللي فاتت والحكم اللي كان بيحاول يبقي صح بيتركن والسنه دي المهازل لاحصر لها انا عارف يمكن انت مغلوب علي امرك ممكن يكون عندك تعليمات من [PERSON_3] ومجلسه الفاشل انك تعمل كده خلي عندك كرامه وامشي صحيح المنظومه كلها فاسده وبتتحرك حسب الاهواء واللون ويمكن ده مقصود لاشغال الناس واقسم بالله ان حكم حالي بيحكم ب[ORG_1] قاللي [PERSON_1] راجل مش كويس وكل الاخطاء دي,"[{""start"": 9, ""end"": 13, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""حسام"", ""mask_type"": ""PERSON""}, {""start"": 112, ""end"": 116, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""ريشه"", ""mask_type"": ""PERSON""}, {""start"": 266, ""end"": 270, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""زاهر"", ""mask_type"": ""PERSON""}, {""start"": 430, ""end"": 439, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الممتاز ب"", ""mask_type"": ""ORG""}, {""start"": 446, ""end"": 450, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""حسام"", ""mask_type"": ""PERSON""}]",5,approved,,
mt_dial_glf_be061903,train,73642,DIAL_GLF,مع احترامي لهم والمستحقات من حقه يطالب,مع احترامي لهم والمستحقات من حقه يطالب,مع احترامي لهم والمستحقات من حقه يطالب,[],0,approved,,
mt_dial_lev_78f2f793,train,36644,DIAL_LEV,! ولا عنا صار القتل عادي مو اشي غريب ! كل يوم على الصفحة الرئيسة زي فرض الصلاة ! لا حول ولا قوة الا,ولا عنا صار القتل عادي مو اشي غريب كل يوم علي الصفحه الرييسه زي فرض الصلاه لا حول ولا قوه الا,! ولا عنا صار القتل عادي مو اشي غريب ! كل يوم على الصفحة الرئيسة زي فرض الصلاة ! لا حول ولا قوة الا,[],0,approved,,
mt_msa_1d248e2f,train,28740,MSA,مع احترامي لك ولما ذكرت فهناك فرق بين التواضع وبين البخل فلا يجوز لرجل يملك المال ان يبخل على نفسه وعلى اسرته بحجة العصامية قال الله تعالى ( وَأَمَّا بِنِعْمَةِ رَبِّكَ فَحَدِّثْ,مع احترامي لك ولما ذكرت فهناك فرق بين التواضع وبين البخل فلا يجوز لرجل يملك المال ان يبخل علي نفسه وعلي اسرته بحجه العصاميه قال الله تعالي واما بنعمه ربك فحدث,مع احترامي لك ولما ذكرت فهناك فرق بين التواضع وبين البخل فلا يجوز لرجل يملك المال ان يبخل على نفسه وعلى اسرته بحجة العصامية قال الله تعالى ( وَأَمَّا بِنِعْمَةِ رَبِّكَ فَحَدِّثْ,[],0,approved,,
mt_dial_glf_1bdf0117,train,37149,DIAL_GLF,المشكلة الاجانب بكرا يتمادون ويقل احترامه للبلد الي يلعبون فيه دام هذي قراراتهم,المشكله الاجانب بكرا يتمادون ويقل احترامه للبلد الي يلعبون فيه دام هذي قراراتهم,المشكلة الاجانب بكرا يتمادون ويقل احترامه للبلد الي يلعبون فيه دام هذي قراراتهم,[],0,approved,,
mt_dial_lev_4948a04c,train,77988,DIAL_LEV,"الى محمد المصري : استغرب منك هذا الحقد الجارف على المارد الاخضر , , , مش عارف ليش , , , يمكن عشان الرايح جاي , , , واللا يمكن عشان حرمانكم من البطولات لخمس سنين عجاف",الي محمد المصري استغرب منك هذا الحقد الجارف علي المارد الاخضر مش عارف ليش يمكن عشان الرايح جاي واللا يمكن عشان حرمانكم من البطولات لخمس سنين عجاف,"الى [PERSON_1] : استغرب منك هذا الحقد الجارف على المارد الاخضر , , , مش عارف ليش , , , يمكن عشان الرايح جاي , , , واللا يمكن عشان حرمانكم من البطولات لخمس سنين عجاف","[{""start"": 4, ""end"": 15, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""محمد المصري"", ""mask_type"": ""PERSON""}]",1,approved,,
