example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_dial_egy_5b43f85e,train,7074,DIAL_EGY,يا حاج مجاور الله بهديك هو انت مفكر نفسك نصير العمال الغلابه ده انت عندك 90 % من الفساد اللي نخر عضم البلد ولما انت نصير العمال والفلاحين انت فين بقالك عشر سنين من الناس اللي بتموت جوعا علي رصيف مجلس الشعب وبتهاجم البرادعي باي مناسبه انت تيجي ايه في راجل زي البرادعي ولا انت عايز تعمل حامي حمي البلد طب اتشطر بقا واطلب من الحكومه توافق علي حكم القضاء المصري وترفع المرتبات للحد المقبول بدل ما انت ولازلام النقابه بتاخدوا علي قلبوا اد كده والناس الغلابه ما انتش سائل فيهم لا انت ولا النقابه بتاعتك المصلحجيه,يا حاج مجاور الله بهديك هو انت مفكر نفسك نصير العمال الغلابه ده انت عندك 90 من الفساد اللي نخر عضم البلد ولما انت نصير العمال والفلاحين انت فين بقالك عشر سنين من الناس اللي بتموت جوعا علي رصيف مجلس الشعب وبتهاجم البرادعي باي مناسبه انت تيجي ايه في راجل زي البرادعي ولا انت عايز تعمل حامي حمي البلد طب اتشطر بقا واطلب من الحكومه توافق علي حكم القضاء المصري وترفع المرتبات للحد المقبول بدل ما انت ولازلام النقابه بتاخدوا علي قلبوا اد كده والناس الغلابه ما انتش سايل فيهم لا انت ولا النقابه بتاعتك المصلحجيه,يا حاج [PERSON_1] الله بهديك هو انت مفكر نفسك نصير العمال الغلابه ده انت عندك [NUM_1] % من الفساد اللي نخر عضم البلد ولما انت نصير العمال والفلاحين انت فين بقالك [NUM_2] سنين من الناس اللي بتموت جوعا علي رصيف [ORG_1] وبتهاجم [PERSON_2] باي مناسبه انت تيجي ايه في راجل زي [PERSON_2] ولا انت عايز تعمل حامي حمي البلد طب اتشطر بقا واطلب من الحكومه توافق علي حكم [ORG_2] وترفع المرتبات للحد المقبول بدل ما انت ولازلام النقابه بتاخدوا علي قلبوا اد كده والناس الغلابه ما انتش سائل فيهم لا انت ولا النقابه بتاعتك المصلحجيه,"[{""start"": 7, ""end"": 12, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""مجاور"", ""mask_type"": ""PERSON""}, {""start"": 73, ""end"": 75, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""90"", ""mask_type"": ""NUM""}, {""start"": 152, ""end"": 155, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""عشر"", ""mask_type"": ""NUM""}, {""start"": 195, ""end"": 205, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""مجلس الشعب"", ""mask_type"": ""ORG""}, {""start"": 214, ""end"": 222, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""البرادعي"", ""mask_type"": ""PERSON""}, {""start"": 258, ""end"": 266, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""البرادعي"", ""mask_type"": ""PERSON""}, {""start"": 344, ""end"": 357, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""القضاء المصري"", ""mask_type"": ""ORG""}]",7,approved,,
mt_dial_glf_d24b6c54,train,52173,DIAL_GLF,( أجل فيه عاقل يصدق ان لصوص في ذمة الواحد منهم ربع مليار او نصف مليار سرقها من الناس ، يحصلون على صكوك إعسار غير حقيقي من المحاكم ، ويحمون انفسهم من العدالة والقانون بهذه الصكوك السحرية ) يارجال,اجل فيه عاقل يصدق ان لصوص في ذمه الواحد منهم ربع مليار او نصف مليار سرقها من الناس يحصلون علي صكوك اعسار غير حقيقي من المحاكم ويحمون انفسهم من العداله والقانون بهذه الصكوك السحريه يارجال,( أجل فيه عاقل يصدق ان لصوص في ذمة الواحد منهم [NUM_1] مليار او [NUM_2] مليار سرقها من الناس ، يحصلون على صكوك إعسار غير حقيقي من المحاكم ، ويحمون انفسهم من العدالة والقانون بهذه الصكوك السحرية ) يارجال,"[{""start"": 47, ""end"": 50, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""ربع"", ""mask_type"": ""NUM""}, {""start"": 60, ""end"": 63, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""نصف"", ""mask_type"": ""NUM""}]",2,approved,,
mt_dial_lev_2fc8135e,train,45765,DIAL_LEV,ولله حرام حرام حسو بناس شوي الله يكون,ولله حرام حرام حسو بناس شوي الله يكون,ولله حرام حرام حسو بناس شوي الله يكون,[],0,approved,,
mt_msa_0c657334,train,36814,MSA,لو كنت رجلا لكنت رفعت القبعة لاحمد شوبير لاحترامه لنفسه واحترامه للمكان المتواجد فيه وعدم رده برغم الاستفزاز الفظيع,لو كنت رجلا لكنت رفعت القبعه لاحمد شوبير لاحترامه لنفسه واحترامه للمكان المتواجد فيه وعدم رده برغم الاستفزاز الفظيع,لو كنت رجلا لكنت رفعت القبعة ل[PERSON_1] [PERSON_2] لاحترامه لنفسه واحترامه للمكان المتواجد فيه وعدم رده برغم الاستفزاز الفظيع,"[{""start"": 30, ""end"": 34, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""احمد"", ""mask_type"": ""PERSON""}, {""start"": 35, ""end"": 40, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""شوبير"", ""mask_type"": ""PERSON""}]",2,approved,,
mt_dial_egy_d944a22b,train,59127,DIAL_EGY,يلقون بالتهم على اى شخص مادام هذا الشخص ليس معهم يتهمون الحكام بالتواطىء مع الاهلى وهم اكثر المستفيدين ويدعون تعاطفهم مع الاسماعيلى لإستغلال سذاجتهم لحربهم ضد الاهلى وكثير وكثير مثلهم مثل الجزائريين ( اللى مش معاهم يكون عدوهم,يلقون بالتهم علي اي شخص مادام هذا الشخص ليس معهم يتهمون الحكام بالتواطيء مع الاهلي وهم اكثر المستفيدين ويدعون تعاطفهم مع الاسماعيلي لاستغلال سذاجتهم لحربهم ضد الاهلي وكثير وكثير مثلهم مثل الجزايريين اللي مش معاهم يكون عدوهم,يلقون بالتهم على اى شخص مادام هذا الشخص ليس معهم يتهمون الحكام بالتواطىء مع [ORG_1] وهم اكثر المستفيدين ويدعون تعاطفهم مع [ORG_2] لإستغلال سذاجتهم لحربهم ضد [ORG_1] وكثير وكثير مثلهم مثل الجزائريين ( اللى مش معاهم يكون عدوهم,"[{""start"": 76, ""end"": 82, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الاهلى"", ""mask_type"": ""ORG""}, {""start"": 121, ""end"": 131, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الاسماعيلى"", ""mask_type"": ""ORG""}, {""start"": 159, ""end"": 165, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الاهلى"", ""mask_type"": ""ORG""}]",3,approved,,
mt_dial_glf_04489604,train,19709,DIAL_GLF,الفريدي لاعب مهاري من الطراز الاول واعتبره الامهر في الملاعب السعودية ولو المدرب فاهم كان يخلية في المقدمه وعدم الاعتماد عليه في الوسط الخلفي احنا شفناه في خط 18 يسحب في مناطق ضيقة يجهز كور اهداف ويصلح اذا كان هناك تكتلات دفاعية لكن في الوسط الخلفي معيق للعب ويسبب مشاكل اذا افهم يا,الفريدي لاعب مهاري من الطراز الاول واعتبره الامهر في الملاعب السعوديه ولو المدرب فاهم كان يخليه في المقدمه وعدم الاعتماد عليه في الوسط الخلفي احنا شفناه في خط 18 يسحب في مناطق ضيقه يجهز كور اهداف ويصلح اذا كان هناك تكتلات دفاعيه لكن في الوسط الخلفي معيق للعب ويسبب مشاكل اذا افهم يا,[PERSON_1] لاعب مهاري من الطراز الاول واعتبره الامهر في الملاعب السعودية ولو المدرب فاهم كان يخلية في المقدمه وعدم الاعتماد عليه في الوسط الخلفي احنا شفناه في خط [NUM_1] يسحب في مناطق ضيقة يجهز كور اهداف ويصلح اذا كان هناك تكتلات دفاعية لكن في الوسط الخلفي معيق للعب ويسبب مشاكل اذا افهم يا,"[{""start"": 0, ""end"": 7, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""الفريدي"", ""mask_type"": ""PERSON""}, {""start"": 159, ""end"": 161, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""18"", ""mask_type"": ""NUM""}]",2,approved,,
mt_dial_lev_bfbd00e4,train,21154,DIAL_LEV,شكرا جزيلا للكاتبه الرائعه سوسن مكحل المحترمه فقد جاء هذا المقال في الوقت المناسب وفعلا احنا شعب ( نكد - مكشر - معبس - انبور ( دائما الكشره على وجوهنا ليش مش,شكرا جزيلا للكاتبه الرايعه سوسن مكحل المحترمه فقد جاء هذا المقال في الوقت المناسب وفعلا احنا شعب نكد مكشر معبس انبور دايما الكشره علي وجوهنا ليش مش,شكرا جزيلا للكاتبه الرائعه [PERSON_1] [PERSON_2] المحترمه فقد جاء هذا المقال في الوقت المناسب وفعلا احنا شعب ( نكد - مكشر - معبس - انبور ( دائما الكشره على وجوهنا ليش مش,"[{""start"": 27, ""end"": 31, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""سوسن"", ""mask_type"": ""PERSON""}, {""start"": 32, ""end"": 36, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""مكحل"", ""mask_type"": ""PERSON""}]",2,approved,,
mt_msa_886baaf4,train,31837,MSA,وجزيل الشكر العظيم لملك الانسانية صاحب الرحمة للجميع,وجزيل الشكر العظيم لملك الانسانيه صاحب الرحمه للجميع,وجزيل الشكر العظيم لملك الانسانية صاحب الرحمة للجميع,[],0,approved,,
mt_dial_egy_2940b05f,train,83494,DIAL_EGY,انا بصراحه مش فاهم يعنى الواحد عنده مشاكل وهموم وبيدخل هنا بيحاول انه يكون مكان للتفكير والافكار وليس مكان للصراعات بدون طائل,انا بصراحه مش فاهم يعني الواحد عنده مشاكل وهموم وبيدخل هنا بيحاول انه يكون مكان للتفكير والافكار وليس مكان للصراعات بدون طايل,انا بصراحه مش فاهم يعنى الواحد عنده مشاكل وهموم وبيدخل هنا بيحاول انه يكون مكان للتفكير والافكار وليس مكان للصراعات بدون طائل,[],0,approved,,
mt_dial_glf_fcc7cac0,train,32399,DIAL_GLF,ألا بن همام ماهو بعيد عنك . .,الا بن همام ماهو بعيد عنك,ألا [PERSON_1] ماهو بعيد عنك . .,"[{""start"": 4, ""end"": 11, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""بن همام"", ""mask_type"": ""PERSON""}]",1,approved,,
