example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_dial_egy_1a96cbb8,train,82796,DIAL_EGY,يا تري المطار الرابع حيكون فيه مين من رجال النظام وحيحصله إيه . نسأل الله العفو والعافية,يا تري المطار الرابع حيكون فيه مين من رجال النظام وحيحصله ايه نسال الله العفو والعافيه,يا تري المطار الرابع حيكون فيه مين من رجال النظام وحيحصله إيه . نسأل الله العفو والعافية,[],0,approved,,
mt_dial_glf_e644a2d1,train,2893,DIAL_GLF,ضريبة التساهل وتحريم سواقة النساء,ضريبه التساهل وتحريم سواقه النساء,ضريبة التساهل وتحريم سواقة النساء,[],0,approved,,
mt_dial_lev_e695da5c,train,4793,DIAL_LEV,بس والله انا قلبي بدقني وبقوللي انو الحكومة وبدون ما تحكيلنا قامت بتقسيم السنة,بس والله انا قلبي بدقني وبقوللي انو الحكومه وبدون ما تحكيلنا قامت بتقسيم السنه,بس والله انا قلبي بدقني وبقوللي انو الحكومة وبدون ما تحكيلنا قامت بتقسيم السنة,[],0,approved,,
mt_msa_607e9315,train,13638,MSA,وليت الامر يقتصر على الزعماء . . فالبعض منا . . مديره المباشر هو نبيه الخاص والعياذ بالله . . مايقوله دائما صحيح . . حتى لو افتى بالدين وفسًر ؟ !,وليت الامر يقتصر علي الزعماء فالبعض منا مديره المباشر هو نبيه الخاص والعياذ بالله مايقوله دايما صحيح حتي لو افتي بالدين وفسر,وليت الامر يقتصر على الزعماء . . فالبعض منا . . مديره المباشر هو نبيه الخاص والعياذ بالله . . مايقوله دائما صحيح . . حتى لو افتى بالدين وفسًر ؟ !,[],0,approved,,
mt_dial_egy_6c649aa6,train,2857,DIAL_EGY,لو ربنا سألك ليه إسرائيل كانت بتشكر فيك وفي سياستك ؟,لو ربنا سالك ليه اسراييل كانت بتشكر فيك وفي سياستك,لو ربنا سألك ليه [LOC_1] كانت بتشكر فيك وفي سياستك ؟,"[{""start"": 17, ""end"": 24, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""إسرائيل"", ""mask_type"": ""LOC""}]",1,approved,,
mt_dial_glf_02e2fb3b,train,3170,DIAL_GLF,وش دراك امس سامعه سالفة زي هذي ولا المفروض اني اصدق ان فعلا جيرانهم ما جاهم شيء : ),وش دراك امس سامعه سالفه زي هذي ولا المفروض اني اصدق ان فعلا جيرانهم ما جاهم شيء,وش دراك امس سامعه سالفة زي هذي ولا المفروض اني اصدق ان فعلا جيرانهم ما جاهم شيء : ),[],0,approved,,
mt_dial_lev_fe61515a,train,71884,DIAL_LEV,والله أنا بقول صحيح انه هذا وحش ومجرم وسفاح ولكن الأعظم من هذا كله علم زوجته بالموضوع والسكوت عنه ، الله لايعطيها العافية ويجب محاكمتها أمام الناس هي وزوجها ليكونوا عبرة لغيرهم لأن الساكت عن الحق شيطان,والله انا بقول صحيح انه هذا وحش ومجرم وسفاح ولكن الاعظم من هذا كله علم زوجته بالموضوع والسكوت عنه الله لايعطيها العافيه ويجب محاكمتها امام الناس هي وزوجها ليكونوا عبره لغيرهم لان الساكت عن الحق شيطان,والله أنا بقول صحيح انه هذا وحش ومجرم وسفاح ولكن الأعظم من هذا كله علم زوجته بالموضوع والسكوت عنه ، الله لايعطيها العافية ويجب محاكمتها أمام الناس هي وزوجها ليكونوا عبرة لغيرهم لأن الساكت عن الحق شيطان,[],0,approved,,
mt_msa_6d040fd6,train,2649,MSA,بيفوز الزعيم ان شاء الله 3 /,بيفوز الزعيم ان شاء الله 3,بيفوز الزعيم ان شاء الله [NUM_1] /,"[{""start"": 25, ""end"": 26, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""3"", ""mask_type"": ""NUM""}]",1,approved,,
mt_dial_egy_73cb47c2,train,17990,DIAL_EGY,خد الحكمة دي تحت اللسان .,خد الحكمه دي تحت اللسان,خد الحكمة دي تحت اللسان .,[],0,approved,,
mt_dial_glf_2139b677,train,19580,DIAL_GLF,الواجب يحلق الناس فى بيوتهم الى ان يقتنع الحراميه فى التسعيره وعلى البلديه عدم التراجع عن,الواجب يحلق الناس في بيوتهم الي ان يقتنع الحراميه في التسعيره وعلي البلديه عدم التراجع عن,الواجب يحلق الناس فى بيوتهم الى ان يقتنع الحراميه فى التسعيره وعلى البلديه عدم التراجع عن,[],0,approved,,
mt_dial_lev_afcd6b93,train,17812,DIAL_LEV,بس نفسي اعرف الكردي وين ؟ ؟,بس نفسي اعرف الكردي وين,بس نفسي اعرف [PERSON_1] وين ؟ ؟,"[{""start"": 13, ""end"": 19, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""الكردي"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_msa_b0a39dd8,train,76194,MSA,صدقا غير يطلع جيل فاشل لأبعد,صدقا غير يطلع جيل فاشل لابعد,صدقا غير يطلع جيل فاشل لأبعد,[],0,approved,,
mt_dial_egy_22bd1366,train,46845,DIAL_EGY,لو معالى الوزير شاطر يجى يتفرج على مدارس قرى محافظة الشرقية ويشوف العجب ليس عيبا من احد ولكن لضعف الامكانيات مدارس بدون دورات او اماكن لممارسة الانشطة فصول قذرة ومطلوب من التلاميذ تنظيف الفصول عندما يحضر التلاميذ للفصول فلى الصباح يجدو بالفصول بقايا زجاجات الخمر واعقاب سجائر المخدرات المشكلة ليست فى المدرس فقط المشكلة منظومة متكاملة تعليمية واجتماعية واقتصادية زيارات المدارس لن تكون هى الحل يا معالى,لو معالي الوزير شاطر يجي يتفرج علي مدارس قري محافظه الشرقيه ويشوف العجب ليس عيبا من احد ولكن لضعف الامكانيات مدارس بدون دورات او اماكن لممارسه الانشطه فصول قذره ومطلوب من التلاميذ تنظيف الفصول عندما يحضر التلاميذ للفصول فلي الصباح يجدو بالفصول بقايا زجاجات الخمر واعقاب سجاير المخدرات المشكله ليست في المدرس فقط المشكله منظومه متكامله تعليميه واجتماعيه واقتصاديه زيارات المدارس لن تكون هي الحل يا معالي,لو معالى الوزير شاطر يجى يتفرج على مدارس قرى محافظة [LOC_1] ويشوف العجب ليس عيبا من احد ولكن لضعف الامكانيات مدارس بدون دورات او اماكن لممارسة الانشطة فصول قذرة ومطلوب من التلاميذ تنظيف الفصول عندما يحضر التلاميذ للفصول فلى الصباح يجدو بالفصول بقايا زجاجات الخمر واعقاب سجائر المخدرات المشكلة ليست فى المدرس فقط المشكلة منظومة متكاملة تعليمية واجتماعية واقتصادية زيارات المدارس لن تكون هى الحل يا معالى,"[{""start"": 52, ""end"": 59, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""الشرقية"", ""mask_type"": ""LOC""}]",1,approved,,
mt_dial_glf_458f6243,train,13850,DIAL_GLF,قسم انه ضاق صدري من هالارقام اللي,قسم انه ضاق صدري من هالارقام اللي,قسم انه ضاق صدري من هالارقام اللي,[],0,approved,,
mt_msa_5b4f21c3,train,64782,MSA,انا احد الجماهير واحيي القناة الرياضية على استضافة احد عمالقة الاعلام العربي,انا احد الجماهير واحيي القناه الرياضيه علي استضافه احد عمالقه الاعلام العربي,انا احد الجماهير واحيي القناة الرياضية على استضافة احد عمالقة الاعلام العربي,[],0,approved,,
mt_dial_egy_5802ed96,train,59946,DIAL_EGY,وكلام كبير حقك انك تدافع عن نفسك لكن مش من حقك تقول انا باصلح فساد عام وفى,وكلام كبير حقك انك تدافع عن نفسك لكن مش من حقك تقول انا باصلح فساد عام وفي,وكلام كبير حقك انك تدافع عن نفسك لكن مش من حقك تقول انا باصلح فساد عام وفى,[],0,approved,,
mt_dial_glf_e997efbf,train,47533,DIAL_GLF,انا بصراحه قاعد اضحك على الراكب مطلع يده ويقول,انا بصراحه قاعد اضحك علي الراكب مطلع يده ويقول,انا بصراحه قاعد اضحك على الراكب مطلع يده ويقول,[],0,approved,,
mt_dial_lev_e780cb4a,train,19689,DIAL_LEV,بس بحب احكي ان اقلكن مهرا اكثركن بركةحديث عن محمد عليه السلام الحل موجودبس بدكم مين يطبقه مع وجود شبح المظاهر والفشخرة الزائفةوالزواج ابسط مما تتصورون الله يهدي,بس بحب احكي ان اقلكن مهرا اكثركن بركهحديث عن محمد عليه السلام الحل موجودبس بدكم مين يطبقه مع وجود شبح المظاهر والفشخره الزايفهوالزواج ابسط مما تتصورون الله يهدي,بس بحب احكي ان اقلكن مهرا اكثركن بركةحديث عن [PERSON_1] عليه السلام الحل موجودبس بدكم مين يطبقه مع وجود شبح المظاهر والفشخرة الزائفةوالزواج ابسط مما تتصورون الله يهدي,"[{""start"": 45, ""end"": 49, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""محمد"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_msa_3a851b63,train,65704,MSA,نبارك للوطن أولاً ثمن نبارك للأخ العزيز الدكتور فوزان الذي لا يسغرب على مثله هذا التكريم والى مزيد من الابداع في خدمة هذا,نبارك للوطن اولا ثمن نبارك للاخ العزيز الدكتور فوزان الذي لا يسغرب علي مثله هذا التكريم والي مزيد من الابداع في خدمه هذا,نبارك للوطن أولاً ثمن نبارك للأخ العزيز الدكتور [PERSON_1] الذي لا يسغرب على مثله هذا التكريم والى مزيد من الابداع في خدمة هذا,"[{""start"": 48, ""end"": 53, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""فوزان"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_dial_egy_e500cfed,train,25350,DIAL_EGY,mister saad نهار لي تشبعوا رواحو تهدرو معانا و الفاهم يفهم و,mister saad نهار لي تشبعوا رواحو تهدرو معانا و الفاهم يفهم و,mister [PERSON_1] نهار لي تشبعوا رواحو تهدرو معانا و الفاهم يفهم و,"[{""start"": 7, ""end"": 11, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""saad"", ""mask_type"": ""PERSON""}]",1,approved,,
