example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_dial_lev_56ab0ec7,train,51166,DIAL_LEV,عنجد شو الفايدة كم وزير وكم وزاررة راحت وأجت بس شو الفايدة,عنجد شو الفايده كم وزير وكم وزارره راحت واجت بس شو الفايده,عنجد شو الفايدة كم وزير وكم وزاررة راحت وأجت بس شو الفايدة,[],0,approved,,
mt_msa_0461ce31,train,13131,MSA,اما خمسة مليار باربع شهور على الراقصات,اما خمسه مليار باربع شهور علي الراقصات,اما [NUM_1] مليار باربع شهور على الراقصات,"[{""start"": 4, ""end"": 8, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""خمسة"", ""mask_type"": ""NUM""}]",1,approved,,
mt_dial_egy_259d4662,train,31776,DIAL_EGY,الله التى تعتمد على الشم وأحنا كنا حلويين مع بعض . . . ! !,الله التي تعتمد علي الشم واحنا كنا حلويين مع بعض,الله التى تعتمد على الشم وأحنا كنا حلويين مع بعض . . . ! !,[],0,approved,,
mt_dial_lev_efe4d67a,train,83311,DIAL_LEV,مش صحيح هالحكي يعني انا مثلا 27 سنة و بعمل المسخن و الكرش و الروس و المفتول علي اصوله و زوجي ما في حدا قدو . .,مش صحيح هالحكي يعني انا مثلا 27 سنه و بعمل المسخن و الكرش و الروس و المفتول علي اصوله و زوجي ما في حدا قدو,مش صحيح هالحكي يعني انا مثلا [NUM_1] سنة و بعمل المسخن و الكرش و الروس و المفتول علي اصوله و زوجي ما في حدا قدو . .,"[{""start"": 29, ""end"": 31, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""27"", ""mask_type"": ""NUM""}]",1,approved,,
mt_msa_3689987b,train,80164,MSA,مصطفى الأغا : ثقيل الدم مهما حاول تقديم نفسه بانه ظريف وصاحب نكته يظل عاجزا ومن الصعب هضمه شكلا ومضمونا,مصطفي الاغا ثقيل الدم مهما حاول تقديم نفسه بانه ظريف وصاحب نكته يظل عاجزا ومن الصعب هضمه شكلا ومضمونا,[PERSON_1] : ثقيل الدم مهما حاول تقديم نفسه بانه ظريف وصاحب نكته يظل عاجزا ومن الصعب هضمه شكلا ومضمونا,"[{""start"": 0, ""end"": 11, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""مصطفى الأغا"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_dial_egy_30e51f75,train,8388,DIAL_EGY,مش عايزين وردة ولا فله . . خلاص قرفنا,مش عايزين ورده ولا فله خلاص قرفنا,مش عايزين وردة ولا فله . . خلاص قرفنا,[],0,approved,,
mt_dial_glf_9bde7417,train,62828,DIAL_GLF,صحيح ياهدى المعاناة نسبية . . . بس مين يفهم ؟ ؟,صحيح ياهدي المعاناه نسبيه بس مين يفهم,صحيح يا[PERSON_1] المعاناة نسبية . . . بس مين يفهم ؟ ؟,"[{""start"": 7, ""end"": 10, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""هدى"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_dial_lev_bb0b0125,train,15391,DIAL_LEV,مبروك ل محمد مصباح الرفاعي من مدارس النظم على فوزه بالمركز الرابع على مستوى العالم في مسابقة انتل الامريكيه ونهنىء وطنه والوالد والوالده واخوته واهله على هذا الفوز العظيم وانشاءلله بتوصل بالسلامه,مبروك ل محمد مصباح الرفاعي من مدارس النظم علي فوزه بالمركز الرابع علي مستوي العالم في مسابقه انتل الامريكيه ونهنيء وطنه والوالد والوالده واخوته واهله علي هذا الفوز العظيم وانشاءلله بتوصل بالسلامه,مبروك ل [PERSON_1] من مدارس [ORG_1] على فوزه بالمركز [NUM_1] على مستوى العالم في مسابقة [ORG_2] الامريكيه ونهنىء وطنه والوالد والوالده واخوته واهله على هذا الفوز العظيم وانشاءلله بتوصل بالسلامه,"[{""start"": 8, ""end"": 26, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""محمد مصباح الرفاعي"", ""mask_type"": ""PERSON""}, {""start"": 36, ""end"": 41, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""النظم"", ""mask_type"": ""ORG""}, {""start"": 59, ""end"": 65, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""الرابع"", ""mask_type"": ""NUM""}, {""start"": 93, ""end"": 97, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""انتل"", ""mask_type"": ""ORG""}]",4,approved,,
mt_msa_6eac2803,train,65428,MSA,إن عدم فهم الأب أبنة ونشغالة عنة ولأم كذالك يذهب إلي الشارع ويجد من يفهمة وبي معنا أصح يغسل مخة ويخلي الخطأ صح وكذلك إلي,ان عدم فهم الاب ابنه ونشغاله عنه ولام كذالك يذهب الي الشارع ويجد من يفهمه وبي معنا اصح يغسل مخه ويخلي الخطا صح وكذلك الي,إن عدم فهم الأب أبنة ونشغالة عنة ولأم كذالك يذهب إلي الشارع ويجد من يفهمة وبي معنا أصح يغسل مخة ويخلي الخطأ صح وكذلك إلي,[],0,approved,,
mt_dial_egy_f190d2ff,train,5109,DIAL_EGY,اول حاجه باظت مدخل المدينه كان الاول فيه ميدان وجنينه جميله في وسط الطريق وسعوا الطريق والمساحه اتعكست من جنينه لسوق سمك في قلب الميدان وده اللي ظاهر في اول صوره وتالت صوره وطبعا كل ما يجي مسئول معدي تلاقي السوق ده مش موجود يعني النضافه للنضاف اما احنا يا اهل البلد وساخه للاسف خساره فينا,اول حاجه باظت مدخل المدينه كان الاول فيه ميدان وجنينه جميله في وسط الطريق وسعوا الطريق والمساحه اتعكست من جنينه لسوق سمك في قلب الميدان وده اللي ظاهر في اول صوره وتالت صوره وطبعا كل ما يجي مسيول معدي تلاقي السوق ده مش موجود يعني النضافه للنضاف اما احنا يا اهل البلد وساخه للاسف خساره فينا,اول حاجه باظت مدخل المدينه كان الاول فيه ميدان وجنينه جميله في وسط الطريق وسعوا الطريق والمساحه اتعكست من جنينه لسوق سمك في قلب الميدان وده اللي ظاهر في اول صوره وتالت صوره وطبعا كل ما يجي مسئول معدي تلاقي السوق ده مش موجود يعني النضافه للنضاف اما احنا يا اهل البلد وساخه للاسف خساره فينا,[],0,approved,,
