example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_dial_egy_e31b3cc2,train,30449,DIAL_EGY,اومال ماتش الجونة بتاعكم يبقي ايه ؟ ؟ وماتش غزل,اومال ماتش الجونه بتاعكم يبقي ايه وماتش غزل,اومال ماتش [ORG_1] بتاعكم يبقي ايه ؟ ؟ وماتش [ORG_2],"[{""start"": 11, ""end"": 17, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الجونة"", ""mask_type"": ""ORG""}, {""start"": 44, ""end"": 47, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""غزل"", ""mask_type"": ""ORG""}]",2,approved,,
mt_dial_glf_f0b00656,train,77064,DIAL_GLF,الاضحوكه حنا يالعرب اما هم ليسوا,الاضحوكه حنا يالعرب اما هم ليسوا,الاضحوكه حنا يالعرب اما هم ليسوا,[],0,approved,,
mt_dial_lev_b9e91fab,train,73219,DIAL_LEV,مش من كل لعب بالرديف لعب وجاب نتائج . الوحدات نزل الرديف قبل سنتين وجاب لقب الدرع,مش من كل لعب بالرديف لعب وجاب نتايج الوحدات نزل الرديف قبل سنتين وجاب لقب الدرع,مش من كل لعب بالرديف لعب وجاب نتائج . [ORG_1] نزل الرديف قبل [NUM_1] وجاب لقب الدرع,"[{""start"": 38, ""end"": 45, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 61, ""end"": 66, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""سنتين"", ""mask_type"": ""NUM""}]",2,approved,,
mt_msa_f4904c72,train,82322,MSA,اقتبس من درر كلامتك لأقول سبحانه جل علاه الذى يجعلك تحب انسانا لم تلتق به قط ولم تعرف عنه الا اسمه فيجعلك تحب الناس جميعا . .,اقتبس من درر كلامتك لاقول سبحانه جل علاه الذي يجعلك تحب انسانا لم تلتق به قط ولم تعرف عنه الا اسمه فيجعلك تحب الناس جميعا,اقتبس من درر كلامتك لأقول سبحانه جل علاه الذى يجعلك تحب انسانا لم تلتق به قط ولم تعرف عنه الا اسمه فيجعلك تحب الناس جميعا . .,[],0,approved,,
mt_dial_egy_4f429bee,train,59868,DIAL_EGY,"هو بالزمة ولد عنده 16 سنة وهوه راجع من الدرس وشايل حقيبة بلاستيك بها بعض من الخبز البلدى وفى يده الأخرى كتاب الرياضيات وكراسة الدرس وقلم جاف فى طريقه إلى المنزل ويفوجئ بضابط ينادى عليه ويسبه بأمه ويقذفها بألفاظ نابية تخدش الحياء كده من غير حاجة وبعدين الولد خاف وجرى راح الضابط ضرب عليه النار من الخلف & lt ; , وبعد كده الضابط يقول خدوه وإرموه , , أيه يا سيدى هوه فيلم أجنبى ! !",هو بالزمه ولد عنده 16 سنه وهوه راجع من الدرس وشايل حقيبه بلاستيك بها بعض من الخبز البلدي وفي يده الاخري كتاب الرياضيات وكراسه الدرس وقلم جاف في طريقه الي المنزل ويفوجي بضابط ينادي عليه ويسبه بامه ويقذفها بالفاظ نابيه تخدش الحياء كده من غير حاجه وبعدين الولد خاف وجري راح الضابط ضرب عليه النار من الخلف lt وبعد كده الضابط يقول خدوه وارموه ايه يا سيدي هوه فيلم اجنبي,"هو بالزمة ولد عنده [NUM_1] سنة وهوه راجع من الدرس وشايل حقيبة بلاستيك بها بعض من الخبز البلدى وفى يده الأخرى كتاب الرياضيات وكراسة الدرس وقلم جاف فى طريقه إلى المنزل ويفوجئ بضابط ينادى عليه ويسبه بأمه ويقذفها بألفاظ نابية تخدش الحياء كده من غير حاجة وبعدين الولد خاف وجرى راح الضابط ضرب عليه النار من الخلف & lt ; , وبعد كده الضابط يقول خدوه وإرموه , , أيه يا سيدى هوه فيلم أجنبى ! !","[{""start"": 19, ""end"": 21, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""16"", ""mask_type"": ""NUM""}]",1,approved,,
mt_dial_glf_d57f39f6,train,73775,DIAL_GLF,وكيف اذا تنرفز المشرف فمابالك,وكيف اذا تنرفز المشرف فمابالك,وكيف اذا تنرفز المشرف فمابالك,[],0,approved,,
mt_dial_lev_d2991a11,train,54892,DIAL_LEV,اذا الحسين اربد اقوى من الوحدات والوحدات نفس مستوى اتحاد الرمثا و العربي و الكرمل اظن الي تعادل معهم الوحدات هذا مقياسكم,اذا الحسين اربد اقوي من الوحدات والوحدات نفس مستوي اتحاد الرمثا و العربي و الكرمل اظن الي تعادل معهم الوحدات هذا مقياسكم,اذا [ORG_1] [LOC_1] اقوى من [ORG_2] و[ORG_2] نفس مستوى [ORG_3] و [ORG_4] و [ORG_5] اظن الي تعادل معهم [ORG_2] هذا مقياسكم,"[{""start"": 4, ""end"": 10, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""الحسين"", ""mask_type"": ""ORG""}, {""start"": 11, ""end"": 15, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""اربد"", ""mask_type"": ""LOC""}, {""start"": 24, ""end"": 31, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 33, ""end"": 40, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}, {""start"": 51, ""end"": 63, ""placeholder"": ""[ORG_3]"", ""surface_form"": ""اتحاد الرمثا"", ""mask_type"": ""ORG""}, {""start"": 66, ""end"": 72, ""placeholder"": ""[ORG_4]"", ""surface_form"": ""العربي"", ""mask_type"": ""ORG""}, {""start"": 75, ""end"": 81, ""placeholder"": ""[ORG_5]"", ""surface_form"": ""الكرمل"", ""mask_type"": ""ORG""}, {""start"": 101, ""end"": 108, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""الوحدات"", ""mask_type"": ""ORG""}]",8,approved,,
mt_msa_610c25f3,train,21413,MSA,للاسف يوجد الكثير من اصحاب المعدات يتفقوا علي سعر ويقوموا بالمزايده ضد مشتري جاد حتي يحصلوا علي مبلغ عالي ويصفوا بالجشاعه وانعدام الذمه ( وخاصه في مزادات السلي ),للاسف يوجد الكثير من اصحاب المعدات يتفقوا علي سعر ويقوموا بالمزايده ضد مشتري جاد حتي يحصلوا علي مبلغ عالي ويصفوا بالجشاعه وانعدام الذمه وخاصه في مزادات السلي,للاسف يوجد الكثير من اصحاب المعدات يتفقوا علي سعر ويقوموا بالمزايده ضد مشتري جاد حتي يحصلوا علي مبلغ عالي ويصفوا بالجشاعه وانعدام الذمه ( وخاصه في مزادات [LOC_1] ),"[{""start"": 154, ""end"": 159, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""السلي"", ""mask_type"": ""LOC""}]",1,approved,,
mt_dial_egy_340bf00f,train,81857,DIAL_EGY,حلاوه بلدنا حلاوه بلون الحَمار,حلاوه بلدنا حلاوه بلون الحمار,حلاوه بلدنا حلاوه بلون الحَمار,[],0,approved,,
mt_dial_glf_677e3077,train,61199,DIAL_GLF,اهم شيئ . عبدالعيز السويد هو من ال 12 . لايجيه شيئ لأن رئيس نادي النصر يصفه في القناة الرياضيه بلإعلامي الكبير . ض ح ك ت . . ك ث ي ر . .,اهم شيي عبدالعيز السويد هو من ال 12 لايجيه شيي لان رييس نادي النصر يصفه في القناه الرياضيه بلاعلامي الكبير ض ح ك ت ك ث ي ر,اهم شيئ . [PERSON_1] هو من ال [NUM_1] . لايجيه شيئ لأن رئيس نادي [ORG_1] يصفه في [ORG_2] بلإعلامي الكبير . ض ح ك ت . . ك ث ي ر . .,"[{""start"": 10, ""end"": 25, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""عبدالعيز السويد"", ""mask_type"": ""PERSON""}, {""start"": 35, ""end"": 37, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""12"", ""mask_type"": ""NUM""}, {""start"": 65, ""end"": 70, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""النصر"", ""mask_type"": ""ORG""}, {""start"": 79, ""end"": 94, ""placeholder"": ""[ORG_2]"", ""surface_form"": ""القناة الرياضيه"", ""mask_type"": ""ORG""}]",4,approved,,
