example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_dial_lev_c22af168,train,1992,DIAL_LEV,"بطلعلوا لانه الناس عايشه برخاء و مبسوطه كثير بلاش صيفوا في لندن يروحوا ايطاليا , يا عالم النلس ماكله . . . ارحموا من في الارض يرحمكم من في السماء",بطلعلوا لانه الناس عايشه برخاء و مبسوطه كثير بلاش صيفوا في لندن يروحوا ايطاليا يا عالم النلس ماكله ارحموا من في الارض يرحمكم من في السماء,"بطلعلوا لانه الناس عايشه برخاء و مبسوطه كثير بلاش صيفوا في [LOC_1] يروحوا [LOC_2] , يا عالم النلس ماكله . . . ارحموا من في الارض يرحمكم من في السماء","[{""start"": 59, ""end"": 63, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""لندن"", ""mask_type"": ""LOC""}, {""start"": 71, ""end"": 78, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""ايطاليا"", ""mask_type"": ""LOC""}]",2,approved,,
mt_msa_3676aeed,train,34616,MSA,المؤتمر كان رائعا من جميع الجوانب آبتداءا من التنظيم وفصل النساء عن الرجال ، جزى الله خيرا من تبنى الفكره وجعله الله في ميزان حسناتهم ، الماده العلميه والمشاركين والمتحدثين من النخبه ، تطرق لمواضيع جديده وكان شاملا والى,الموتمر كان رايعا من جميع الجوانب ابتداءا من التنظيم وفصل النساء عن الرجال جزي الله خيرا من تبني الفكره وجعله الله في ميزان حسناتهم الماده العلميه والمشاركين والمتحدثين من النخبه تطرق لمواضيع جديده وكان شاملا والي,المؤتمر كان رائعا من جميع الجوانب آبتداءا من التنظيم وفصل النساء عن الرجال ، جزى الله خيرا من تبنى الفكره وجعله الله في ميزان حسناتهم ، الماده العلميه والمشاركين والمتحدثين من النخبه ، تطرق لمواضيع جديده وكان شاملا والى,[],0,approved,,
mt_dial_egy_f9c19dd8,train,17266,DIAL_EGY,الصورة اللى حطينها للقدس دى,الصوره اللي حطينها للقدس دي,الصورة اللى حطينها لل[LOC_1] دى,"[{""start"": 21, ""end"": 24, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""قدس"", ""mask_type"": ""LOC""}]",1,approved,,
mt_dial_glf_b3267b21,train,50631,DIAL_GLF,أهم شي الكورة اللي فوق,اهم شي الكوره اللي فوق,أهم شي الكورة اللي فوق,[],0,approved,,
mt_dial_lev_680b6900,train,56567,DIAL_LEV,ثاني شي والله محنا عارفين وين بده يصفي الذيب بالنهاية بس على العموم الله يختارلك اللي فيه الخير عشان هيك استخير احسن ووين ما بلاقي مصلحتك روح ولا تسمع كلام,ثاني شي والله محنا عارفين وين بده يصفي الذيب بالنهايه بس علي العموم الله يختارلك اللي فيه الخير عشان هيك استخير احسن ووين ما بلاقي مصلحتك روح ولا تسمع كلام,ثاني شي والله محنا عارفين وين بده يصفي الذيب بالنهاية بس على العموم الله يختارلك اللي فيه الخير عشان هيك استخير احسن ووين ما بلاقي مصلحتك روح ولا تسمع كلام,[],0,approved,,
mt_msa_6770bc29,train,21657,MSA,14 / تقبل الاملا ءت الغير,14 تقبل الاملا ءت الغير,[NUM_1] / تقبل الاملا ءت الغير,"[{""start"": 0, ""end"": 2, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""14"", ""mask_type"": ""NUM""}]",1,approved,,
mt_dial_egy_104b8a37,train,822,DIAL_EGY,"ميسى ده عنده 23 سنة , واللى بيعمله ده كله لوحده ( ده أحرز حوالى 20 هدف فى الكام مباراة الماضية ) وإذا حماه الله من شر الإصابات سيسجل تاريخا جديدا فى كرة القدم , لإنه لاعب خلوق لا يحرز أهداف بيده , ولأن كرة القدم هى متعته الوحيدة التى لا يعرف غيرها . . . يعنى من الأخر مش ( سبوبة ) !",ميسي ده عنده 23 سنه واللي بيعمله ده كله لوحده ده احرز حوالي 20 هدف في الكام مباراه الماضيه واذا حماه الله من شر الاصابات سيسجل تاريخا جديدا في كره القدم لانه لاعب خلوق لا يحرز اهداف بيده ولان كره القدم هي متعته الوحيده التي لا يعرف غيرها يعني من الاخر مش سبوبه,"[PERSON_1] ده عنده [NUM_1] سنة , واللى بيعمله ده كله لوحده ( ده أحرز حوالى [NUM_2] هدف فى الكام مباراة الماضية ) وإذا حماه الله من شر الإصابات سيسجل تاريخا جديدا فى كرة القدم , لإنه لاعب خلوق لا يحرز أهداف بيده , ولأن كرة القدم هى متعته الوحيدة التى لا يعرف غيرها . . . يعنى من الأخر مش ( سبوبة ) !","[{""start"": 0, ""end"": 4, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""ميسى"", ""mask_type"": ""PERSON""}, {""start"": 13, ""end"": 15, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""23"", ""mask_type"": ""NUM""}, {""start"": 64, ""end"": 66, ""placeholder"": ""[NUM_2]"", ""surface_form"": ""20"", ""mask_type"": ""NUM""}]",3,approved,,
mt_dial_glf_ffa32570,train,64801,DIAL_GLF,انا ولدي الرضيع جاته كتمه في الصدر وديناه طواري مستشفي اليمامه والله للاسف ماوجدنا كمام واحد عشان نعطيه,انا ولدي الرضيع جاته كتمه في الصدر وديناه طواري مستشفي اليمامه والله للاسف ماوجدنا كمام واحد عشان نعطيه,انا ولدي الرضيع جاته كتمه في الصدر وديناه طواري مستشفي [ORG_1] والله للاسف ماوجدنا كمام واحد عشان نعطيه,"[{""start"": 55, ""end"": 62, ""placeholder"": ""[ORG_1]"", ""surface_form"": ""اليمامه"", ""mask_type"": ""ORG""}]",1,approved,,
mt_dial_lev_dda80ee7,train,78334,DIAL_LEV,يعني كل يوم بقولوا الموازنة في حالة متدهورة وهلأ بدهم يسووا ميناء ب 350 مليون,يعني كل يوم بقولوا الموازنه في حاله متدهوره وهلا بدهم يسووا ميناء ب 350 مليون,يعني كل يوم بقولوا الموازنة في حالة متدهورة وهلأ بدهم يسووا ميناء ب [NUM_1] مليون,"[{""start"": 68, ""end"": 71, ""placeholder"": ""[NUM_1]"", ""surface_form"": ""350"", ""mask_type"": ""NUM""}]",1,approved,,
mt_msa_50925963,train,62614,MSA,النرفزه والعصبيه حتى لو انا البطاقتين,النرفزه والعصبيه حتي لو انا البطاقتين,النرفزه والعصبيه حتى لو انا البطاقتين,[],0,approved,,
mt_dial_egy_c4ad4cd7,train,53973,DIAL_EGY,أنا من أبناء بورسعيد وأعيش فى كندا أولا أقول فشل محمود سعد فى أدارة الحلقة فا المتحدث الاول يجب أن يكون للشيخ ثم يبداء بشوبير ليعتزر لمرتضى على الهواء كما طلب سابقا ثم الشرير مرتضى لأنة حضر الى الحلقة وليس فى نيتة الصلح وعلى العموم دى مهزلة لجميع المصريين وخاصة الموجدين بلخارج,انا من ابناء بورسعيد واعيش في كندا اولا اقول فشل محمود سعد في اداره الحلقه فا المتحدث الاول يجب ان يكون للشيخ ثم يبداء بشوبير ليعتزر لمرتضي علي الهواء كما طلب سابقا ثم الشرير مرتضي لانه حضر الي الحلقه وليس في نيته الصلح وعلي العموم دي مهزله لجميع المصريين وخاصه الموجدين بلخارج,أنا من أبناء [LOC_1] وأعيش فى [LOC_2] أولا أقول فشل [PERSON_1] فى أدارة الحلقة فا المتحدث الاول يجب أن يكون للشيخ ثم يبداء ب[PERSON_2] ليعتزر ل[PERSON_3] على الهواء كما طلب سابقا ثم الشرير [PERSON_3] لأنة حضر الى الحلقة وليس فى نيتة الصلح وعلى العموم دى مهزلة لجميع المصريين وخاصة الموجدين بلخارج,"[{""start"": 13, ""end"": 20, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""بورسعيد"", ""mask_type"": ""LOC""}, {""start"": 30, ""end"": 34, ""placeholder"": ""[LOC_2]"", ""surface_form"": ""كندا"", ""mask_type"": ""LOC""}, {""start"": 49, ""end"": 58, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""محمود سعد"", ""mask_type"": ""PERSON""}, {""start"": 120, ""end"": 125, ""placeholder"": ""[PERSON_2]"", ""surface_form"": ""شوبير"", ""mask_type"": ""PERSON""}, {""start"": 134, ""end"": 139, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""مرتضى"", ""mask_type"": ""PERSON""}, {""start"": 175, ""end"": 180, ""placeholder"": ""[PERSON_3]"", ""surface_form"": ""مرتضى"", ""mask_type"": ""PERSON""}]",6,approved,,
mt_dial_glf_9845ddfb,train,54057,DIAL_GLF,السوق واقف والسبب ان الاسعار تجاوزت المعقول بمراحل وصارت الارض تكلف اكثر من البناء والناس ماعندهم فلوس بعد الاسهم والكل صابر ولاراح يحرك السوق غير المحتاج بايع او,السوق واقف والسبب ان الاسعار تجاوزت المعقول بمراحل وصارت الارض تكلف اكثر من البناء والناس ماعندهم فلوس بعد الاسهم والكل صابر ولاراح يحرك السوق غير المحتاج بايع او,السوق واقف والسبب ان الاسعار تجاوزت المعقول بمراحل وصارت الارض تكلف اكثر من البناء والناس ماعندهم فلوس بعد الاسهم والكل صابر ولاراح يحرك السوق غير المحتاج بايع او,[],0,approved,,
mt_dial_lev_c6420ae2,train,36676,DIAL_LEV,مش كل ما نحلم حلم في ليلة ما فيها ضو قمر,مش كل ما نحلم حلم في ليله ما فيها ضو قمر,مش كل ما نحلم حلم في ليلة ما فيها ضو قمر,[],0,approved,,
mt_msa_2fb6d0a2,train,67614,MSA,لكن يفترض من سامي وغيرة من مديري الفرق احترام قرارات الحكم ايا كانت والتحلي بالرووح,لكن يفترض من سامي وغيره من مديري الفرق احترام قرارات الحكم ايا كانت والتحلي بالرووح,لكن يفترض من [PERSON_1] وغيرة من مديري الفرق احترام قرارات الحكم ايا كانت والتحلي بالرووح,"[{""start"": 13, ""end"": 17, ""placeholder"": ""[PERSON_1]"", ""surface_form"": ""سامي"", ""mask_type"": ""PERSON""}]",1,approved,,
mt_dial_egy_6d14388b,train,22972,DIAL_EGY,الاسماعيلى رجع الثلاثاء من رينينون وهيلعب الخميس والاتحاد الكوسة رفض تاجيل مبار اة الاسماعيلى والمحلة لان الاسماعيلى بيمثل نفسة هنشوف الكوسة اخبارها اية مع,الاسماعيلي رجع الثلاثاء من رينينون وهيلعب الخميس والاتحاد الكوسه رفض تاجيل مبار اه الاسماعيلي والمحله لان الاسماعيلي بيمثل نفسه هنشوف الكوسه اخبارها ايه مع,الاسماعيلى رجع [DATE_1] من [LOC_1] وهيلعب [DATE_2] والاتحاد الكوسة رفض تاجيل مبار اة الاسماعيلى والمحلة لان الاسماعيلى بيمثل نفسة هنشوف الكوسة اخبارها اية مع,"[{""start"": 15, ""end"": 23, ""placeholder"": ""[DATE_1]"", ""surface_form"": ""الثلاثاء"", ""mask_type"": ""DATE""}, {""start"": 27, ""end"": 34, ""placeholder"": ""[LOC_1]"", ""surface_form"": ""رينينون"", ""mask_type"": ""LOC""}, {""start"": 42, ""end"": 48, ""placeholder"": ""[DATE_2]"", ""surface_form"": ""الخميس"", ""mask_type"": ""DATE""}]",3,approved,,
