example_id,source_split,source_row_id,dialect,original_text,normalized_text,masked_text,mask_spans_json,mask_count,annotation_status,annotator_model,notes
mt_dial_lev_f90d4af4,train,70308,DIAL_LEV,بس طولو بالكو هذا اللي,بس طولو بالكو هذا اللي,,[],0,pending,,
mt_msa_cf3a9fe5,train,26725,MSA,وكأن المكان من حولك . . . يضيق .,وكان المكان من حولك يضيق,,[],0,pending,,
mt_dial_egy_99ea4a32,train,34078,DIAL_EGY,ويا ترى عملتم السبوع فى قصر الطاهرة ولا قصر باكنجهام,ويا تري عملتم السبوع في قصر الطاهره ولا قصر باكنجهام,,[],0,pending,,
mt_dial_glf_3441eb69,train,19311,DIAL_GLF,سلام عليكم . هذا هو الدين ! ؟ بضاعة يعتريها الكساد والرواج ؟ مشايخ تقول حلال وآخرين يقولون حرام . والله دولاب الزمان ! ويا بلادي واصلي والله معاك . أنا أقول الإختلاط ليس حراما . تدرون خلونا نجري تصويت على الموضوع . ديموقراطية,سلام عليكم هذا هو الدين بضاعه يعتريها الكساد والرواج مشايخ تقول حلال واخرين يقولون حرام والله دولاب الزمان ويا بلادي واصلي والله معاك انا اقول الاختلاط ليس حراما تدرون خلونا نجري تصويت علي الموضوع ديموقراطيه,,[],0,pending,,
mt_dial_lev_79afbd99,train,11235,DIAL_LEV,بس برضو زعلت كتير لانو دوامي بنتهي 5 . 30 وكيف بدي اتابعوو ؟ ؟ ياريت تلائولنا حل,بس برضو زعلت كتير لانو دوامي بنتهي 5 30 وكيف بدي اتابعوو ياريت تلايولنا حل,,[],0,pending,,
mt_msa_5f4b9aa4,train,10451,MSA,الامل فيك يا ابو متعب فالسنين تمر,الامل فيك يا ابو متعب فالسنين تمر,,[],0,pending,,
mt_dial_egy_ca418da7,train,83030,DIAL_EGY,مبروك ياباكستان . . و . . مش مبروك,مبروك ياباكستان و مش مبروك,,[],0,pending,,
mt_dial_glf_5b4ab5b2,train,37864,DIAL_GLF,انا اعرف شخص الله يبارك لعياله,انا اعرف شخص الله يبارك لعياله,,[],0,pending,,
mt_dial_lev_c3464052,train,47484,DIAL_LEV,ما أسهل أن نقول & quot ; أقراض & quot ; أو أن نقول & quot ; خذلك قرض واعمل فيه . . . & quot ; الموضوع أعلاه مقلق لأبعد الحدود وبصراحة أخافني التفكير فيه و قد تخيلت نفسي من ال 84 % الذين لا يقدرون على تدريس أولادهم في جامعات حكومية . ماذا سأفعل حينها ؟ هل سيكون بمقدوري أن اخذ قرض و أدرس أبني أم سأكون بصدد تسديد قرض دراسة أبني في المدرسة أصلا ؟ ؟ ؟ أن بدأ الطالب حياته بقروض فهذه الطامة الكبرى . لأنه ما في حد هالأيام بتجوز بدون قرض و بشتري سيارة بدون قرض و بشتري بيت بدون قرض . . . أما الدراسة بقروض . . . معناتو سلامة تسلمك . .,ما اسهل ان نقول quot اقراض quot او ان نقول quot خذلك قرض واعمل فيه quot الموضوع اعلاه مقلق لابعد الحدود وبصراحه اخافني التفكير فيه و قد تخيلت نفسي من ال 84 الذين لا يقدرون علي تدريس اولادهم في جامعات حكوميه ماذا سافعل حينها هل سيكون بمقدوري ان اخذ قرض و ادرس ابني ام ساكون بصدد تسديد قرض دراسه ابني في المدرسه اصلا ان بدا الطالب حياته بقروض فهذه الطامه الكبري لانه ما في حد هالايام بتجوز بدون قرض و بشتري سياره بدون قرض و بشتري بيت بدون قرض اما الدراسه بقروض معناتو سلامه تسلمك,,[],0,pending,,
mt_msa_a4345ee6,train,43190,MSA,شهدنا خلال الأشهر الماضية التحذير من الافتاء . . وما يترتب عليه من ءاحلال امور او,شهدنا خلال الاشهر الماضيه التحذير من الافتاء وما يترتب عليه من ءاحلال امور او,,[],0,pending,,
mt_dial_egy_dd3d72e6,train,76139,DIAL_EGY,كفاية عليك يا حسام يا,كفايه عليك يا حسام يا,,[],0,pending,,
mt_dial_glf_4080eb24,train,39254,DIAL_GLF,مقاله ياستاذ / عبدالله جدا ممتازه وهذي المقاله تسمي بالمختصر المفيد ضربت اكثر من عصفور بحجر واحد,مقاله ياستاذ عبدالله جدا ممتازه وهذي المقاله تسمي بالمختصر المفيد ضربت اكثر من عصفور بحجر واحد,,[],0,pending,,
mt_dial_lev_629dbd70,train,11568,DIAL_LEV,بس بدي اعرف مين راح عند التاني ؟ ؟ الساحرة اجت لعندهم ولا الفتيارت راحو لعندها ؟ ؟,بس بدي اعرف مين راح عند التاني الساحره اجت لعندهم ولا الفتيارت راحو لعندها,,[],0,pending,,
mt_msa_6e55d47c,train,34965,MSA,او ياليت يقر بدل الخطر,او ياليت يقر بدل الخطر,,[],0,pending,,
mt_dial_egy_e9f59d42,train,48645,DIAL_EGY,الطريق السهل لاي وزير او مسؤول هو البحث عن الأخطاء وليس معاجتها و الهجوم علي المدارس و ضبط المتغيبين و المتاخرين في وجود كاميرات الاعلام و هذا الكم الهائل من الصحافيين و اللي اكيد جايين بناء علي طلب الوزير وتصوير الوزير اثناء تأنيبة للمدرس او,الطريق السهل لاي وزير او مسوول هو البحث عن الاخطاء وليس معاجتها و الهجوم علي المدارس و ضبط المتغيبين و المتاخرين في وجود كاميرات الاعلام و هذا الكم الهايل من الصحافيين و اللي اكيد جايين بناء علي طلب الوزير وتصوير الوزير اثناء تانيبه للمدرس او,,[],0,pending,,
mt_dial_glf_bc603be6,train,67761,DIAL_GLF,اللي يتشمت في النصر بيعرف قريب . .,اللي يتشمت في النصر بيعرف قريب,,[],0,pending,,
mt_dial_lev_cf7921f4,train,24799,DIAL_LEV,افهم بس وين مكان هذا السوق بالضبط ؟ ؟,افهم بس وين مكان هذا السوق بالضبط,,[],0,pending,,
mt_msa_052cca05,train,7356,MSA,ويزيد اشمئزازي حين يكتب قاريء أو صحفي أن الجزائر عربية وأن مصر والجزائر دولتين شقيقتين في العروبة والإسلام . . أقسم لكم أن هذا الكلام يجعلني أتقيأ . . لانني لا أتخيل بلدي مصر العربية شقيقة لدولة فرنسية قلبا وقالبا . ز شيء مذهل ومفزع أن يقترن اسم مصر مع اسم الجزائر . . ياسادة هم أنفسهم واقصد الجزائريين يعلمون جيدا جدا أنهم ليسوا عربا ولا مسلمين ولا حتى,ويزيد اشميزازي حين يكتب قاريء او صحفي ان الجزاير عربيه وان مصر والجزاير دولتين شقيقتين في العروبه والاسلام اقسم لكم ان هذا الكلام يجعلني اتقيا لانني لا اتخيل بلدي مصر العربيه شقيقه لدوله فرنسيه قلبا وقالبا ز شيء مذهل ومفزع ان يقترن اسم مصر مع اسم الجزاير ياساده هم انفسهم واقصد الجزايريين يعلمون جيدا جدا انهم ليسوا عربا ولا مسلمين ولا حتي,,[],0,pending,,
mt_dial_egy_eac44d0b,train,10964,DIAL_EGY,هو مافيش فى مصر غير الشيخ خالد . . . الشيخ خالد حرام كده والله مصر فيها,هو مافيش في مصر غير الشيخ خالد الشيخ خالد حرام كده والله مصر فيها,,[],0,pending,,
mt_dial_glf_5c794cb2,train,41574,DIAL_GLF,مقال ممتع والله يستر على بلادنا من الخونه ويحفضنا,مقال ممتع والله يستر علي بلادنا من الخونه ويحفضنا,,[],0,pending,,
mt_dial_lev_6b05530b,train,49834,DIAL_LEV,يعني كاتبين تقرير طويل عريض على شان مغنية عجوز . .,يعني كاتبين تقرير طويل عريض علي شان مغنيه عجوز,,[],0,pending,,
mt_msa_53e0ab63,train,12303,MSA,2 - لا يحتاج إلى وعاء ضغط كبير نحتاج لإستيراده . .,2 لا يحتاج الي وعاء ضغط كبير نحتاج لاستيراده,,[],0,pending,,
mt_dial_egy_33692df4,train,41674,DIAL_EGY,الولد دة مستقبل الكرة المصرية وافضل من الحضرى,الولد ده مستقبل الكره المصريه وافضل من الحضري,,[],0,pending,,
mt_dial_glf_eb6767ab,train,64606,DIAL_GLF,ألف ألف مبروك للشيخ / خالد البلطان وربي أنك شرف يابو الوليد الله يديمك للشباب ذخر ويحفظك من كل,الف الف مبروك للشيخ خالد البلطان وربي انك شرف يابو الوليد الله يديمك للشباب ذخر ويحفظك من كل,,[],0,pending,,
mt_dial_lev_c4f2d510,train,86306,DIAL_LEV,شكرا لوزارة الصحة على هالقرارات العظيمة بس مناطق و دوائر كتير فيها الناس بتدخن وينكم,شكرا لوزاره الصحه علي هالقرارات العظيمه بس مناطق و دواير كتير فيها الناس بتدخن وينكم,,[],0,pending,,
mt_msa_c951e00e,train,9831,MSA,بين دفع المخالفه أو التوقيف ؟,بين دفع المخالفه او التوقيف,,[],0,pending,,
mt_dial_egy_144c5918,train,67945,DIAL_EGY,السلام عليكم ورحمه الله وبركاته حضرتك لمست ضوء اخضر كلنا بنلمسه فحياتنا اليوميه مما ادى لينا بلاحباط ولا مبالاه ولا اقدر ان اتحدث غير بلدعاء لله رفع الغمه وعوده الصحيح فى مكانه الطبيعى وشكرا للكاتب,السلام عليكم ورحمه الله وبركاته حضرتك لمست ضوء اخضر كلنا بنلمسه فحياتنا اليوميه مما ادي لينا بلاحباط ولا مبالاه ولا اقدر ان اتحدث غير بلدعاء لله رفع الغمه وعوده الصحيح في مكانه الطبيعي وشكرا للكاتب,,[],0,pending,,
mt_dial_glf_2420155a,train,25615,DIAL_GLF,تسع سنوات و توه يبلغ بان ولده مفقود . . ؟ ؟,تسع سنوات و توه يبلغ بان ولده مفقود,,[],0,pending,,
mt_dial_lev_97df9327,train,37574,DIAL_LEV,يبدو انهم تحولو الى جهله فهم لم يستطيعو اقتحام غزه بمقاومتها البطله فكيف سينفذون مشروع خطير كهذافي الاردن وفلسطين . . . والله ستكون اخرتهم وسناكلهم اكل وندفنهم في الاردن . . .,يبدو انهم تحولو الي جهله فهم لم يستطيعو اقتحام غزه بمقاومتها البطله فكيف سينفذون مشروع خطير كهذافي الاردن وفلسطين والله ستكون اخرتهم وسناكلهم اكل وندفنهم في الاردن,,[],0,pending,,
mt_msa_28bcf296,train,48489,MSA,اللهم ارحم اموات المؤمنين والمسلين,اللهم ارحم اموات المومنين والمسلين,,[],0,pending,,
mt_dial_egy_573831cc,train,70764,DIAL_EGY,السبب فى كل اللى بيحصل ده هو اتحاد الكوره الاحمر . . . لانه عاوز كده . . ولو كان الاهلى اتعرض لنسبى واحد فى الميه من اللى اتعرض الزمالك كانت الدنيا قامت . . بس نقول ايه . . احسن حل يتلغى الدورى ويدوا الدرع للاهلى على طول او الزمالك يسرح اللعيبه ويبطل كوره علشان الاهلويه اللى فى البلد يرتاحو . . . بالذمه فى حد عنده دم لسه بيشجع الاهلى بعد ماتش انبى . . . صحيح اللى اختشوا . .,السبب في كل اللي بيحصل ده هو اتحاد الكوره الاحمر لانه عاوز كده ولو كان الاهلي اتعرض لنسبي واحد في الميه من اللي اتعرض الزمالك كانت الدنيا قامت بس نقول ايه احسن حل يتلغي الدوري ويدوا الدرع للاهلي علي طول او الزمالك يسرح اللعيبه ويبطل كوره علشان الاهلويه اللي في البلد يرتاحو بالذمه في حد عنده دم لسه بيشجع الاهلي بعد ماتش انبي صحيح اللي اختشوا,,[],0,pending,,
mt_dial_glf_738d8676,train,25721,DIAL_GLF,رووح يآشيخ بيض الله وجهك دنيآ وآخره .,رووح ياشيخ بيض الله وجهك دنيا واخره,,[],0,pending,,
mt_dial_lev_cffefdde,train,40363,DIAL_LEV,صدقوني يا إخوان أول مره في حياتي أسمع بأن الاحباط يؤدي بكافة الاعلاميين الى توجيه الشتائم واشعال نار الفتنة ولهذا أعتقد أنها بلطجية بكل معنى الكلمه ولا يجوز . .,صدقوني يا اخوان اول مره في حياتي اسمع بان الاحباط يودي بكافه الاعلاميين الي توجيه الشتايم واشعال نار الفتنه ولهذا اعتقد انها بلطجيه بكل معني الكلمه ولا يجوز,,[],0,pending,,
mt_msa_fa9e654a,train,79377,MSA,تشكر الجهه القائمه على هذا التقرير لأنه تقرير جريء ومفيد للجهات الامنيه,تشكر الجهه القايمه علي هذا التقرير لانه تقرير جريء ومفيد للجهات الامنيه,,[],0,pending,,
mt_dial_egy_784c1c92,train,26185,DIAL_EGY,والا اقولك خليك في الكورة,والا اقولك خليك في الكوره,,[],0,pending,,
mt_dial_glf_2320e2d7,train,70344,DIAL_GLF,الله بغفر له ولا يبلانا .,الله بغفر له ولا يبلانا,,[],0,pending,,
mt_dial_lev_d04b9db0,train,57633,DIAL_LEV,لاعب بمستوى حسن عبد الفتاح مو عارف كيف بسهوله بتتخلو عنو مين اهم من الوحدات ولا هي تجاره والسلام بالله عليكم ارحمونا واقولها واعيدها سيقى الاخضر البطل,لاعب بمستوي حسن عبد الفتاح مو عارف كيف بسهوله بتتخلو عنو مين اهم من الوحدات ولا هي تجاره والسلام بالله عليكم ارحمونا واقولها واعيدها سيقي الاخضر البطل,,[],0,pending,,
mt_msa_d0808006,train,8946,MSA,فمثلا عندما ينسب الوحداتيين لقب الزعامة الى الوحدات نراهم,فمثلا عندما ينسب الوحداتيين لقب الزعامه الي الوحدات نراهم,,[],0,pending,,
mt_dial_egy_1115ca3e,train,29363,DIAL_EGY,"كلام الدكتور البرادعي صح . . . حتي الاحتجاجات السلمية يتعرض الشعب فيها لعنف و انتهاكات لحقوق الانسان من قبل رجال الامن و حرس الحزب الوطني . . . هي دي الديمقراطية علي الطريقة المصرية , كل اقباط و مسلمين المهجر يؤيدون الدكتور البرادعي لانه اصبح رمز التغيير في الشارع المصري و ربنا معاك",كلام الدكتور البرادعي صح حتي الاحتجاجات السلميه يتعرض الشعب فيها لعنف و انتهاكات لحقوق الانسان من قبل رجال الامن و حرس الحزب الوطني هي دي الديمقراطيه علي الطريقه المصريه كل اقباط و مسلمين المهجر يويدون الدكتور البرادعي لانه اصبح رمز التغيير في الشارع المصري و ربنا معاك,,[],0,pending,,
mt_dial_glf_dccd1cfe,train,85593,DIAL_GLF,"هذولا الرؤساء الكبار للأنديه "" الكبار "" اللي يبيضون وجه الكره السعوديه . . ولاعزاء لنادي ال** .",هذولا الروساء الكبار للانديه الكبار اللي يبيضون وجه الكره السعوديه ولاعزاء لنادي ال,,[],0,pending,,
mt_dial_lev_4a07918d,train,55686,DIAL_LEV,التلفيزيون البريطاني بحكي ان الجنود الاسرائليين,التلفيزيون البريطاني بحكي ان الجنود الاسرايليين,,[],0,pending,,
mt_msa_3a5e6049,train,65140,MSA,وان شاء الله القادم احلى واجمل بالتوفيق,وان شاء الله القادم احلي واجمل بالتوفيق,,[],0,pending,,
mt_dial_egy_4882637d,train,43984,DIAL_EGY,ولا كمان ميسى زملكاوى جاتكم خيبة ياعالم يا,ولا كمان ميسي زملكاوي جاتكم خيبه ياعالم يا,,[],0,pending,,
mt_dial_glf_973de1b7,train,26298,DIAL_GLF,من يقول فيه بطاله عدد قليل جدا جدا لايحسب ولايهم بس 4000000 اربعه مليون ولا شي في المزيد ان شالله بس احصو وتكلمو بدون,من يقول فيه بطاله عدد قليل جدا جدا لايحسب ولايهم بس 4000000 اربعه مليون ولا شي في المزيد ان شالله بس احصو وتكلمو بدون,,[],0,pending,,
